id;area_calc;elev_mean;elev_med;elev_ran;elev_std;slope_mean;mvert_dist;mvert_ang;asp_mean;elon_ratio;strm_dens;p_mean;ref_et_mean;aridity;p_season;frac_snow;high_prec_fr;high_prec_du;high_prec_timing;lo_prec_fr;low_prec_du;low_prec_timing;p_mean_ERA5L;pet_mean_ERA5L;aridity_ERA5L;p_season_ERA5L;frac_snow_ERA5L;high_prec_fr_ERA5L;high_prec_du_ERA5L;high_prec_timing_ERA5L;lo_prec_fr_ERA5L;low_prec_du_ERA5L;low_prec_timing_ERA5L;q_mean;runoff_ratio;hfd_mean;slope_fdc;baseflow_index_ladson;stream_elas;high_q_freq;high_q_dur;Q95;low_q_freq;low_q_dur;Q5;lc_dom;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra;lai_max;lai_diff;ndvi_max;ndvi_min;gvf_max;gvf_diff;bedrk_dep;root_dep;soil_poros;soil_tawc;sand_fra;silt_fra;clay_fra;grav_fra;oc_fra;gc_dom;gc_pa_fra;gc_pb_fra;gc_va_fra;gc_vb_fra;gc_23_dom;gc_23_pavr;gc_23_pb;gc_23_vapy;gc_23_vbsr;gc_23_vbpy;gc_23_vb;g_dom_NI;g621_fra;g701_fra;g743_fra;g746_fra;gbinn_fra;ggnew_fra;ggold_fra;ghraun_fra;gbnew_fra;gbold_fra;gmob_fra;gsgos_fra;gsinn_fra;gsn_fra;gsnew_fra;gsold_fra;g_frac;g_area;g_mean_el;g_min_el;g_max_el;g_aspect;g_slope;g_slopel20;g_lon;g_lat;degimpact;typimpact
68;37.819;335.397;329.886;381.641;78.604;72.21;10.4;215;186.412;0.667;0.27;3.54;0.6;0.17;-0.31;0.32;14.3;1.19;djf;188.15;3.18;jja;3.96;1.03;0.26;-0.25;0.32;9.25;1.13;djf;155.7;2.76;mam;3.16;0.92;177.368;0.616;0.76;0.783;0.913;1.529;6.38;;;1.913;322;0.0;0.224;0.0;0.0;0.0;0.0;0.731;0.045;0.86;0.86;0.43;-0.0;0.6;0.6;1.385;1.0;0.355;0.142;0.777;0.183;0.04;0.082;0.015;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.907;0.093;gnew;0.0;0.0;0.0;0.0;0.0;0.864;0.0;0.0;0.0;0.136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;B
69;204.379;633.33;634.248;571.645;78.041;108.788;26.0;40;181.485;0.621;0.42;2.13;0.63;0.3;-0.15;0.61;14.25;1.13;son;215.7;3.37;jja;2.79;0.74;0.26;-0.21;0.58;11.15;1.14;djf;173.2;2.62;jja;;;;;;;;;;;;;332;0.0;0.717;0.0;0.0;0.009;0.0;0.214;0.061;0.21;0.21;0.19;-0.07;0.17;0.17;0.889;0.199;0.464;0.026;0.463;0.324;0.212;0.245;0.014;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;1.0;0.0;mob;0.0;0.0;0.0;0.0;0.0;0.167;0.0;0.403;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
70;265.043;402.188;388.322;963.202;175.463;104.597;49.5;16;188.539;0.371;0.39;3.17;0.55;0.18;-0.3;0.64;15.9;1.35;son;197.25;3.14;jja;2.93;0.98;0.34;-0.13;0.57;12.55;1.29;son;172.7;2.6;jja;4.284;1.438;185.0;1.11;0.665;0.188;;;9.868;;;2.256;322;0.002;0.29;0.0;0.0;0.0;0.0;0.555;0.153;0.96;0.96;0.46;-0.06;0.65;0.65;1.635;0.818;0.375;0.107;0.747;0.167;0.083;0.095;0.012;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.388;0.612;0.0;gold;0.0;0.0;0.0;0.0;0.0;0.188;0.412;0.004;0.0;0.0;0.397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
71;627.742;753.566;695.789;1153.684;310.043;90.218;34.0;122;178.795;0.831;0.5;6.78;0.44;0.06;-0.32;0.54;12.15;1.09;djf;156.35;2.98;jja;5.11;0.37;0.07;-0.3;0.51;9.15;1.16;djf;146.6;2.75;mam;1.734;0.266;229.6;1.959;0.684;2.284;0.206;2.0;3.707;37.802;15.957;0.233;335;0.0;0.49;0.0;0.43;0.032;0.0;0.022;0.0;0.07;0.07;0.1;-0.09;0.03;0.03;0.961;0.311;0.394;0.044;0.662;0.234;0.102;0.14;0.014;vb;0.0;0.0;0.022;0.978;vbpy__;0.0;0.0;0.022;0.0;0.86;0.117;621;0.488;0.0;0.0;0.0;0.0;0.0;0.0;0.232;0.0;0.152;0.129;0.0;0.0;0.0;0.0;0.0;0.424;265.855;1044.577;517.385;1407.45;186.589;60.133;88.386;436112.672;454260.364;s;E
72;693.774;543.396;547.117;1008.847;166.218;102.356;52.5;44;169.747;0.566;0.39;2.92;0.55;0.19;-0.28;0.66;13.8;1.34;son;199.3;3.14;jja;2.95;0.93;0.32;-0.16;0.6;12.5;1.27;son;171.1;2.56;jja;;;;;;;;;;;;;332;0.002;0.647;0.0;0.0;0.009;0.0;0.289;0.052;0.6;0.6;0.28;-0.06;0.33;0.33;0.986;0.855;0.373;0.116;0.73;0.191;0.074;0.101;0.013;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.102;0.898;0.0;mob;0.0;0.0;0.0;0.0;0.0;0.352;0.133;0.033;0.0;0.0;0.481;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
73;301.652;715.28;667.364;698.984;116.828;67.3;21.1;335;146.967;0.929;0.46;4.0;0.5;0.13;-0.46;0.61;13.6;1.2;djf;174.3;3.0;jja;3.26;0.62;0.19;-0.28;0.56;8.75;1.12;djf;151.5;2.64;jja;3.378;0.86;209.0;0.912;0.627;0.875;0.632;1.5;8.218;;;1.535;332;0.0;0.576;0.0;0.019;0.012;0.0;0.327;0.066;0.34;0.34;0.25;-0.06;0.3;0.3;16.011;0.958;0.355;0.132;0.796;0.157;0.048;0.074;0.013;vb;0.0;0.0;0.004;0.996;vbpy__;0.0;0.0;0.004;0.0;0.792;0.204;hraun;0.027;0.0;0.004;0.0;0.0;0.0;0.0;0.553;0.0;0.212;0.201;0.004;0.0;0.0;0.0;0.0;0.017;5.155;1135.193;1033.962;1247.037;69.474;90.377;118.633;462062.714;486925.633;u;F
74;681.522;1072.118;1036.967;1209.088;369.453;68.716;73.3;218;217.014;0.402;0.62;6.3;0.44;0.07;-0.51;0.69;14.4;1.27;djf;155.1;2.88;jja;4.96;0.2;0.04;-0.39;0.66;9.9;1.18;djf;129.5;2.42;jja;;;;;;;;;;;;;335;0.0;0.121;0.0;0.659;0.041;0.0;0.094;0.0;0.07;0.07;0.11;-0.08;0.05;0.05;6.348;0.029;0.475;0.004;0.43;0.34;0.23;0.26;0.014;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.823;0.177;621;0.672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.123;0.0;0.205;0.0;0.0;0.0;0.0;0.0;0.658;448.317;1279.269;657.271;1788.168;229.913;31.596;63.261;559491.344;429760.716;s;E
75;1432.367;790.131;649.511;1631.378;382.13;98.786;101.5;209;199.831;0.421;0.53;6.46;0.41;0.06;-0.4;0.54;13.7;1.18;djf;147.9;2.78;jja;5.42;0.87;0.16;-0.29;0.51;8.95;1.11;djf;120.45;2.35;mam;6.703;1.009;228.25;1.779;0.721;0.041;0.687;2.333;13.997;;;2.809;322;0.0;0.179;0.0;0.314;0.021;0.0;0.39;0.043;0.37;0.37;0.25;-0.07;0.29;0.29;2.47;0.13;0.468;0.018;0.465;0.316;0.218;0.241;0.014;vb;0.0;0.0;0.009;0.991;vbpy__;0.0;0.0;0.009;0.0;0.762;0.229;mob;0.32;0.0;0.0;0.0;0.0;0.017;0.0;0.086;0.201;0.0;0.368;0.008;0.0;0.0;0.0;0.0;0.313;448.156;1278.943;657.271;1786.756;229.942;31.612;63.256;559478.73;429751.989;s;E
76;1632.624;725.71;619.73;1767.275;400.083;103.623;94.2;197;196.572;0.484;0.52;6.4;0.41;0.06;-0.37;0.49;13.4;1.17;djf;147.45;2.73;jja;5.53;1.38;0.25;-0.27;0.47;9.05;1.11;djf;120.75;2.34;mam;2.678;0.413;226.0;1.238;0.713;0.322;;;5.216;9.527;8.389;0.839;322;0.003;0.163;0.0;0.275;0.019;0.0;0.431;0.058;0.5;0.49;0.28;-0.06;0.35;0.35;2.98;0.223;0.458;0.031;0.511;0.286;0.203;0.217;0.013;vb;0.0;0.0;0.008;0.992;vbpy__;0.0;0.0;0.008;0.0;0.759;0.233;mob;0.28;0.0;0.0;0.0;0.0;0.104;0.0;0.085;0.198;0.001;0.325;0.007;0.0;0.0;0.0;0.0;0.275;448.423;1279.172;657.271;1788.168;229.912;31.599;63.241;559487.783;429758.136;s;E
77;1947.866;818.257;782.258;1734.714;234.28;75.853;82.4;6;192.188;0.604;0.48;2.87;0.62;0.22;-0.33;0.67;10.25;1.18;djf;171.85;2.71;jja;3.09;0.55;0.18;-0.24;0.64;7.95;1.14;djf;142.35;2.31;jja;2.218;0.781;238.889;1.384;0.719;0.459;0.619;1.714;4.925;0.671;1.857;0.961;332;0.0;0.875;0.0;0.048;0.002;0.0;0.029;0.0;0.1;0.1;0.07;-0.07;0.03;0.03;7.777;0.402;0.434;0.057;0.549;0.286;0.164;0.198;0.014;vb;0.0;0.0;0.003;0.997;vbpy__;0.0;0.0;0.003;0.0;0.697;0.3;gnew;0.05;0.0;0.002;0.0;0.0;0.294;0.0;0.223;0.013;0.266;0.148;0.003;0.0;0.0;0.0;0.0;0.061;118.099;1414.943;980.515;2000.865;258.152;132.867;170.59;569197.613;468799.191;u;F
78;19.542;295.624;283.18;582.092;128.721;169.64;6.2;135;172.354;0.811;0.26;5.72;0.71;0.12;-0.17;0.17;16.2;1.17;son;190.2;3.14;jja;5.88;2.06;0.35;-0.28;0.23;15.5;1.23;son;157.85;2.54;jja;6.468;1.137;175.441;0.65;0.679;0.718;1.43;1.471;13.158;22.941;6.628;1.017;322;0.0;0.183;0.0;0.044;0.077;0.0;0.607;0.09;0.93;0.93;0.42;0.03;0.61;0.6;4.0;0.064;0.475;0.008;0.43;0.34;0.23;0.26;0.014;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;1.0;0.0;0.0;gold;0.057;0.0;0.0;0.0;0.0;0.0;0.943;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.044;0.856;609.387;551.351;656.254;123.859;82.929;183.987;655414.807;421287.304;s;A
79;997.2;369.15;339.853;1316.039;224.211;125.267;54.7;197;196.384;0.651;0.46;5.33;0.57;0.11;-0.32;0.32;11.9;1.09;djf;160.8;2.99;jja;4.73;1.33;0.28;-0.24;0.32;9.25;1.09;djf;149.9;2.79;mam;9.389;1.786;179.9;0.404;0.901;0.507;;;12.688;;;7.498;322;0.009;0.319;0.023;0.01;0.088;0.008;0.514;0.005;0.78;0.78;0.38;-0.02;0.48;0.48;1.403;0.532;0.428;0.073;0.609;0.229;0.158;0.165;0.013;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.55;0.45;bold;0.013;0.0;0.086;0.0;0.0;0.052;0.0;0.219;0.0;0.381;0.25;0.0;0.0;0.0;0.0;0.0;0.01;9.659;1179.874;916.51;1332.644;193.42;136.371;244.509;417760.006;448938.051;m;A
80;386.07;554.522;546.583;713.725;126.524;107.53;52.4;231;210.456;0.423;0.46;4.8;0.47;0.1;-0.26;0.42;12.4;1.14;djf;169.65;3.01;mam;4.33;1.07;0.25;-0.23;0.39;8.85;1.12;djf;152.85;2.79;mam;4.225;0.871;179.0;1.945;0.583;0.913;1.927;1.417;11.077;0.34;1.0;1.272;322;0.0;0.353;0.0;0.0;0.006;0.0;0.604;0.036;0.52;0.52;0.34;-0.04;0.44;0.44;1.008;1.0;0.354;0.141;0.783;0.176;0.041;0.079;0.014;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;1.0;0.0;gnew;0.0;0.0;0.0;0.0;0.0;0.611;0.0;0.022;0.0;0.0;0.367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
81;1234.761;817.685;767.119;1196.354;202.211;74.336;76.4;203;197.028;0.519;0.47;3.46;0.49;0.14;-0.36;0.62;10.3;1.13;djf;163.3;2.84;jja;3.43;0.49;0.14;-0.31;0.6;7.6;1.13;djf;139.7;2.49;jja;;;;;;;;;;;;;332;0.0;0.808;0.0;0.102;0.026;0.0;0.048;0.001;0.14;0.14;0.08;-0.08;0.02;0.02;17.16;0.607;0.397;0.086;0.661;0.237;0.107;0.142;0.014;vb;0.0;0.0;0.012;0.988;vbpy__;0.0;0.0;0.012;0.0;0.937;0.051;hraun;0.113;0.0;0.0;0.0;0.0;0.111;0.0;0.525;0.0;0.02;0.22;0.011;0.0;0.0;0.0;0.0;0.101;125.028;1261.263;711.095;1785.376;133.956;71.993;98.927;522144.538;480278.448;s;E
82;3.844;143.204;123.771;219.331;54.854;59.231;5.5;350;170.16;0.4;0.0;5.23;0.64;0.12;-0.42;0.19;16.6;1.12;djf;177.15;3.15;jja;4.12;6.28;1.52;-0.16;0.19;8.1;1.07;djf;152.55;2.77;mam;8.474;1.631;160.778;0.847;0.825;1.166;;;14.699;;;4.72;322;0.002;0.0;0.0;0.0;0.0;0.0;0.998;0.0;1.26;1.26;0.55;0.02;0.71;0.71;1.0;1.0;0.404;0.134;0.763;0.116;0.121;0.085;0.011;vb;0.0;0.0;0.0;1.0;vb____;0.0;0.0;0.0;0.0;0.0;1.0;bold;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.441;0.509;0.048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
83;738.841;703.611;704.999;1138.639;212.123;69.641;59.9;345;191.144;0.512;0.5;2.5;0.66;0.27;-0.13;0.67;12.85;1.21;son;198.0;2.98;jja;3.04;0.65;0.21;-0.14;0.62;9.65;1.21;son;158.3;2.4;jja;2.672;1.063;186.0;0.243;0.878;0.416;;;3.378;;;2.197;332;0.0;0.946;0.0;0.0;0.003;0.0;0.045;0.002;0.11;0.11;0.1;-0.07;0.06;0.06;4.434;0.203;0.459;0.031;0.474;0.323;0.205;0.238;0.014;vb;0.0;0.0;0.0;1.0;vb____;0.0;0.0;0.0;0.0;0.249;0.751;bold;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.039;0.221;0.502;0.23;0.0;0.0;0.0;0.0;0.001;0.0;0.0;;;;;;;;;l;D
84;390.56;522.005;586.495;1091.341;221.838;152.188;44.6;347;158.249;0.5;0.38;2.32;0.66;0.29;-0.25;0.55;11.6;1.17;djf;197.3;3.13;jja;2.7;1.42;0.53;-0.13;0.48;8.0;1.08;djf;160.1;2.59;jja;2.472;1.039;207.0;0.941;0.699;0.445;0.435;1.0;5.656;;;1.223;322;0.069;0.362;0.0;0.0;0.0;0.0;0.551;0.019;1.1;1.1;0.45;-0.03;0.63;0.63;1.373;0.511;0.421;0.068;0.598;0.258;0.148;0.174;0.014;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;0.736;0.264;0.0;gold;0.0;0.0;0.0;0.0;0.0;0.27;0.722;0.005;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
85;45.73;484.058;475.703;301.565;89.54;107.63;10.9;257;222.686;0.7;0.5;3.51;0.56;0.16;-0.47;0.44;12.85;1.2;djf;187.45;3.17;jja;3.69;1.14;0.31;-0.29;0.38;9.7;1.11;djf;153.7;2.65;mam;19.451;5.411;181.0;0.223;0.916;0.148;;;23.296;;;16.456;332;0.0;0.798;0.0;0.0;0.0;0.0;0.202;0.0;0.2;0.2;0.17;-0.05;0.16;0.16;1.0;1.0;0.355;0.142;0.777;0.183;0.04;0.082;0.015;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;1.0;0.0;mob;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0.129;0.0;0.0;0.858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;s;B
86;1141.063;728.706;675.564;816.314;160.504;156.453;72.2;239;197.165;0.528;0.42;5.73;0.43;0.07;-0.47;0.52;13.5;1.19;djf;157.15;2.88;jja;4.72;0.58;0.12;-0.32;0.5;8.75;1.09;djf;131.3;2.46;mam;6.667;1.135;226.739;1.808;0.756;0.285;;;13.322;0.419;1.2;2.717;332;0.0;0.616;0.0;0.104;0.032;0.0;0.111;0.001;0.12;0.12;0.11;-0.08;0.06;0.06;1.502;0.137;0.47;0.018;0.45;0.333;0.221;0.251;0.014;vb;0.0;0.0;0.132;0.868;vbpy__;0.0;0.0;0.132;0.0;0.692;0.177;mob;0.116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.102;0.079;0.583;0.11;0.0;0.0;0.003;0.007;0.102;116.077;1064.395;722.399;1360.441;259.319;51.618;70.2;546728.189;427091.305;u;F
87;1417.241;693.452;643.79;1043.992;157.491;144.109;77.0;252;197.966;0.551;0.42;5.4;0.44;0.08;-0.48;0.51;13.4;1.2;djf;159.5;2.88;jja;4.57;0.65;0.14;-0.32;0.48;8.8;1.1;djf;133.15;2.49;mam;;;;;;;;;;;;;332;0.0;0.612;0.0;0.08;0.046;0.0;0.093;0.0;0.12;0.12;0.1;-0.08;0.05;0.05;1.406;0.251;0.452;0.035;0.498;0.31;0.193;0.225;0.014;vb;0.0;0.0;0.111;0.889;vbpy__;0.0;0.0;0.111;0.0;0.673;0.216;mob;0.09;0.0;0.0;0.015;0.0;0.0;0.0;0.0;0.085;0.135;0.574;0.089;0.0;0.0;0.002;0.01;0.078;110.99;1054.641;722.399;1362.282;259.814;52.546;70.214;546324.864;426737.706;s;A
88;3268.244;784.205;681.292;1684.403;289.83;107.019;102.4;244;206.147;0.63;0.43;4.57;0.5;0.11;-0.48;0.58;12.15;1.24;djf;154.6;2.8;jja;4.27;0.58;0.14;-0.33;0.54;8.15;1.12;djf;131.55;2.5;mam;;;;;;;;;;;;;332;0.0;0.63;0.0;0.156;0.062;0.0;0.068;0.001;0.12;0.12;0.09;-0.09;0.04;0.04;2.26;0.272;0.445;0.038;0.518;0.301;0.182;0.215;0.014;vb;0.0;0.0;0.052;0.948;vbpy__;0.0;0.0;0.052;0.0;0.726;0.222;mob;0.169;0.0;0.024;0.007;0.0;0.03;0.0;0.065;0.055;0.168;0.435;0.043;0.0;0.0;0.001;0.004;0.157;514.613;1321.014;722.399;1994.01;258.345;57.324;75.051;557498.474;444461.881;u;F
89;828.526;630.769;555.88;1340.946;352.345;85.184;49.6;185;179.392;0.655;0.5;6.19;0.49;0.08;-0.3;0.46;11.85;1.09;djf;159.05;2.99;jja;5.11;0.78;0.15;-0.28;0.45;9.35;1.15;djf;146.5;2.74;mam;4.345;0.674;187.0;0.51;0.821;0.398;;;6.382;;;2.824;335;0.016;0.425;0.01;0.325;0.024;0.0;0.142;0.034;0.45;0.45;0.21;-0.06;0.2;0.2;1.916;0.48;0.377;0.067;0.714;0.209;0.077;0.114;0.014;vb;0.0;0.0;0.017;0.983;vbpy__;0.0;0.0;0.017;0.0;0.86;0.123;621;0.37;0.0;0.0;0.0;0.0;0.015;0.0;0.354;0.0;0.145;0.114;0.002;0.0;0.0;0.0;0.0;0.321;265.855;1044.577;517.385;1407.45;186.589;60.133;88.386;436112.672;454260.364;s;E
90;14.588;68.677;70.649;48.1;11.023;27.533;8.1;71;161.158;0.534;0.16;4.99;0.48;0.1;-0.2;0.18;12.65;1.11;son;173.5;2.85;jja;5.96;5.4;0.91;-0.15;0.14;10.5;1.12;son;140.0;2.38;mam;9.317;1.89;216.833;2.206;0.68;-0.435;0.051;1.0;24.3;32.537;15.095;0.954;322;0.0;0.011;0.0;0.0;0.0;0.0;0.901;0.053;1.11;1.04;0.5;0.01;0.68;0.68;38.4;0.82;0.414;0.116;0.672;0.144;0.137;0.124;0.012;vb;0.0;0.0;0.0;1.0;vb____;0.0;0.0;0.0;0.0;0.0;1.0;bnew;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;s;E
91;449.701;549.472;518.962;901.048;122.64;53.244;37.6;344;163.805;0.636;0.5;2.63;0.6;0.23;-0.39;0.56;12.35;1.19;djf;192.15;3.16;jja;2.77;0.91;0.33;-0.18;0.48;8.45;1.12;djf;163.15;2.63;jja;1.76;0.675;;0.877;0.675;0.208;1.391;1.0;4.093;;;0.93;322;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189;0.67;0.67;0.4;-0.05;0.56;0.56;7.651;1.0;0.355;0.142;0.777;0.183;0.04;0.082;0.015;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.039;0.916;0.045;gnew;0.0;0.0;0.0;0.0;0.0;0.609;0.038;0.252;0.0;0.05;0.051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
92;101.876;471.172;509.292;831.959;173.475;140.631;22.1;208;191.025;0.515;0.38;5.34;0.41;0.08;-0.37;0.52;11.9;1.11;son;161.0;2.85;jja;4.11;0.78;0.19;-0.34;0.47;10.05;1.14;djf;158.5;2.97;jja;6.738;1.256;224.0;2.273;0.551;1.07;1.617;1.333;18.74;3.368;3.125;1.706;332;0.0;0.661;0.0;0.0;0.045;0.0;0.293;0.0;0.38;0.38;0.21;-0.05;0.21;0.21;0.929;0.1;0.475;0.014;0.43;0.34;0.23;0.26;0.014;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;1.0;0.0;0.0;gold;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;D
93;842.271;755.035;731.656;1629.55;233.686;88.726;58.9;350;185.503;0.556;0.45;2.72;0.61;0.22;-0.39;0.62;10.6;1.22;djf;180.8;3.01;jja;2.85;0.6;0.21;-0.21;0.58;7.2;1.1;djf;148.45;2.46;jja;2.34;0.867;241.75;1.736;0.733;0.502;0.086;1.0;5.335;;;1.004;332;0.004;0.617;0.0;0.106;0.005;0.0;0.205;0.02;0.28;0.28;0.18;-0.05;0.18;0.18;5.581;0.562;0.405;0.08;0.633;0.248;0.12;0.155;0.014;vb;0.0;0.0;0.069;0.931;vbpy__;0.0;0.0;0.069;0.111;0.789;0.03;hraun;0.115;0.0;0.0;0.0;0.0;0.316;0.118;0.321;0.0;0.015;0.071;0.044;0.0;0.0;0.0;0.0;0.105;88.645;1305.948;863.496;1786.42;261.184;56.06;100.844;507837.944;489290.606;u;F
94;382.843;491.647;482.187;827.694;134.658;50.529;40.7;325;211.537;0.542;0.52;2.64;0.58;0.22;-0.34;0.53;11.9;1.21;djf;191.9;3.14;jja;2.84;0.98;0.34;-0.18;0.45;8.9;1.15;djf;163.0;2.68;jja;;;;;;;;;;;;;322;0.006;0.052;0.0;0.0;0.011;0.0;0.56;0.372;0.99;0.99;0.47;-0.04;0.69;0.69;16.447;1.0;0.354;0.141;0.785;0.173;0.041;0.078;0.014;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.318;0.682;0.0;gnew;0.0;0.0;0.0;0.0;0.0;0.726;0.274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
95;596.409;318.472;218.04;1454.95;255.761;93.866;51.2;248;213.037;0.538;0.48;4.43;0.7;0.16;-0.4;0.27;12.4;1.12;djf;168.7;2.92;jja;4.66;2.7;0.58;-0.26;0.29;7.9;1.13;djf;141.55;2.58;mam;6.63;1.475;178.095;0.337;0.929;0.273;;;8.194;;;5.406;322;0.032;0.49;0.009;0.003;0.001;0.0;0.415;0.026;0.85;0.85;0.34;-0.02;0.43;0.43;14.439;0.328;0.445;0.047;0.516;0.299;0.181;0.214;0.014;vb;0.0;0.0;0.01;0.99;vb____;0.0;0.0;0.01;0.0;0.284;0.706;bold;0.0;0.0;0.0;0.0;0.0;0.001;0.0;0.117;0.279;0.416;0.168;0.014;0.0;0.005;0.0;0.0;0.001;0.549;1180.504;935.648;1425.151;303.514;628.722;582.244;467980.371;388711.463;u;F
96;19.315;580.25;587.391;176.931;37.537;88.453;5.1;29;198.274;0.969;0.2;3.6;0.45;0.13;-0.43;0.51;12.95;1.18;djf;182.6;3.07;jja;3.74;0.88;0.23;-0.27;0.43;9.35;1.09;djf;151.2;2.67;mam;6.13;1.69;155.375;1.487;0.758;0.582;;;10.02;0.091;1.0;2.102;332;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11;0.11;0.07;-0.07;0.01;0.01;10.5;1.0;0.355;0.142;0.777;0.183;0.04;0.082;0.015;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;1.0;0.0;mob;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.043;0.0;0.0;0.957;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;s;B
97;45.086;157.809;138.134;269.096;59.7;91.427;13.8;151;158.484;0.547;0.48;5.84;0.46;0.08;-0.23;0.21;13.45;1.12;son;166.3;2.84;jja;6.71;3.73;0.56;-0.17;0.17;10.7;1.13;son;132.2;2.36;mam;152.03;23.738;222.667;1.388;0.68;0.831;;;321.945;1.952;2.167;46.562;322;0.086;0.099;0.0;0.0;0.0;0.0;0.688;0.055;1.38;1.31;0.54;-0.0;0.76;0.76;2.385;0.965;0.41;0.123;0.727;0.135;0.13;0.1;0.011;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.971;0.029;mob;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.114;0.17;0.0;0.716;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;s;E
98;5724.193;485.153;461.272;1769.121;323.252;100.751;139.6;228;190.756;0.611;0.47;5.09;0.53;0.1;-0.3;0.38;10.75;1.09;djf;157.3;2.97;jja;4.64;1.86;0.4;-0.25;0.38;8.7;1.15;djf;145.6;2.73;mam;5.952;1.178;179.8;0.561;0.822;0.666;;;9.131;;;4.037;322;0.034;0.334;0.014;0.11;0.029;0.002;0.385;0.063;0.85;0.85;0.35;-0.03;0.44;0.44;4.568;0.693;0.38;0.095;0.724;0.191;0.084;0.108;0.013;vb;0.0;0.002;0.009;0.989;vbpy__;0.0;0.002;0.009;0.0;0.806;0.183;hraun;0.12;0.003;0.02;0.0;0.002;0.173;0.0;0.298;0.0;0.167;0.209;0.008;0.0;0.0;0.0;0.0;0.108;620.667;1090.428;432.962;1768.421;161.933;71.843;99.902;449955.798;462008.994;l;C
99;2044.255;826.239;757.249;1232.594;254.123;72.116;76.9;209;184.301;0.663;0.55;3.86;0.47;0.12;-0.33;0.61;10.35;1.12;djf;158.75;2.82;jja;3.59;0.46;0.13;-0.31;0.59;7.7;1.13;djf;141.2;2.55;jja;;;;;;;;;;;;;332;0.0;0.645;0.0;0.207;0.017;0.0;0.046;0.044;0.15;0.15;0.1;-0.08;0.06;0.06;19.544;0.54;0.388;0.077;0.688;0.225;0.092;0.128;0.014;vb;0.0;0.0;0.098;0.902;vbpy__;0.0;0.0;0.098;0.0;0.854;0.048;hraun;0.226;0.0;0.0;0.0;0.0;0.067;0.0;0.504;0.0;0.024;0.171;0.008;0.0;0.0;0.0;0.0;0.204;416.905;1209.352;620.952;1789.067;144.75;76.295;96.328;513838.086;473781.796;u;F
