id;area_calc;elev_mean;elev_med;elev_ran;elev_std;slope_mean;mvert_dist;mvert_ang;asp_mean;elon_ratio;strm_dens;p_mean;ref_et_mean;aridity;p_season;frac_snow;high_prec_fr;high_prec_du;high_prec_timing;lo_prec_fr;low_prec_du;low_prec_timing;p_mean_ERA5L;pet_mean_ERA5L;aridity_ERA5L;p_season_ERA5L;frac_snow_ERA5L;high_prec_fr_ERA5L;high_prec_du_ERA5L;high_prec_timing_ERA5L;lo_prec_fr_ERA5L;low_prec_du_ERA5L;low_prec_timing_ERA5L;q_mean;runoff_ratio;hfd_mean;slope_fdc;baseflow_index_ladson;stream_elas;high_q_freq;high_q_dur;Q95;low_q_freq;low_q_dur;Q5;lc_dom;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra;lai_max;lai_diff;ndvi_max;ndvi_min;gvf_max;gvf_diff;bedrk_dep;root_dep;soil_poros;soil_tawc;sand_fra;silt_fra;clay_fra;grav_fra;oc_fra;gc_dom;gc_pa_fra;gc_pb_fra;gc_va_fra;gc_vb_fra;gc_23_dom;gc_23_pavr;gc_23_pb;gc_23_vapy;gc_23_vbsr;gc_23_vbpy;gc_23_vb;g_dom_NI;g621_fra;g701_fra;g743_fra;g746_fra;gbinn_fra;ggnew_fra;ggold_fra;ghraun_fra;gbnew_fra;gbold_fra;gmob_fra;gsgos_fra;gsinn_fra;gsn_fra;gsnew_fra;gsold_fra;g_frac;g_area;g_mean_el;g_min_el;g_max_el;g_aspect;g_slope;g_slopel20;g_lon;g_lat;degimpact;typimpact
100;6348.595;766.534;681.254;1728.479;271.419;92.369;123.9;215;195.798;0.726;0.47;4.26;0.48;0.11;-0.42;0.58;10.25;1.16;djf;153.35;2.77;jja;4.0;0.6;0.15;-0.31;0.54;7.45;1.12;djf;134.5;2.54;mam;4.267;0.925;239.0;0.997;0.804;0.206;;;8.234;;;2.579;332;0.0;0.638;0.0;0.147;0.042;0.0;0.088;0.022;0.16;0.16;0.11;-0.08;0.07;0.07;7.569;0.46;0.414;0.065;0.611;0.257;0.133;0.168;0.014;vb;0.0;0.0;0.059;0.941;vbpy__;0.0;0.0;0.059;0.0;0.793;0.147;mob;0.159;0.0;0.012;0.007;0.0;0.1;0.0;0.235;0.029;0.109;0.32;0.027;0.0;0.0;0.0;0.002;0.147;932.155;1271.252;620.952;1994.01;207.465;65.874;87.415;537955.785;457584.942;s;A
101;2237.848;797.364;723.66;1432.238;257.068;73.006;98.7;212;178.921;0.541;0.54;4.05;0.45;0.11;-0.33;0.6;10.25;1.11;djf;157.6;2.81;jja;3.66;0.55;0.15;-0.28;0.57;7.35;1.12;djf;142.05;2.61;jja;4.407;1.027;259.333;2.705;0.693;0.434;0.766;1.5;10.579;2.81;5.5;1.259;332;0.0;0.634;0.0;0.189;0.007;0.0;0.078;0.051;0.17;0.17;0.12;-0.08;0.09;0.09;15.989;0.633;0.373;0.089;0.729;0.201;0.071;0.107;0.014;vb;0.0;0.0;0.089;0.911;vbpy__;0.0;0.0;0.089;0.0;0.87;0.041;hraun;0.206;0.0;0.0;0.0;0.0;0.138;0.0;0.442;0.0;0.025;0.182;0.007;0.0;0.0;0.0;0.0;0.186;417.142;1209.371;620.952;1789.067;144.712;76.463;96.328;513819.23;473770.727;u;F
102;7437.173;702.468;646.969;1956.37;306.94;93.616;176.1;224;195.718;0.553;0.47;4.24;0.5;0.12;-0.41;0.53;10.25;1.16;djf;153.3;2.83;jja;4.06;0.88;0.22;-0.3;0.5;7.45;1.13;djf;133.8;2.55;mam;4.084;0.963;213.808;0.655;0.847;0.224;;;6.622;;;2.73;332;0.008;0.593;0.001;0.125;0.037;0.0;0.148;0.026;0.28;0.28;0.15;-0.07;0.14;0.14;7.606;0.51;0.408;0.071;0.63;0.247;0.125;0.158;0.014;vb;0.0;0.001;0.055;0.945;vbpy__;0.0;0.001;0.055;0.0;0.772;0.173;mob;0.136;0.004;0.01;0.006;0.001;0.147;0.0;0.212;0.025;0.135;0.294;0.028;0.0;0.0;0.0;0.002;0.125;931.8;1270.996;620.952;1994.01;207.47;65.893;87.417;537943.385;457584.516;s;A
103;6628.489;755.372;672.995;1796.256;274.186;93.996;138.1;215;195.965;0.665;0.47;4.28;0.49;0.11;-0.43;0.58;10.3;1.17;djf;153.25;2.78;jja;4.02;0.61;0.15;-0.31;0.54;7.35;1.11;djf;134.3;2.53;mam;;;;;;;;;;;;;332;0.0;0.636;0.0;0.141;0.041;0.0;0.1;0.021;0.16;0.16;0.12;-0.08;0.08;0.08;7.264;0.454;0.415;0.064;0.606;0.26;0.136;0.17;0.014;vb;0.0;0.0;0.061;0.939;vbpy__;0.0;0.0;0.061;0.0;0.777;0.162;mob;0.153;0.001;0.012;0.006;0.0;0.097;0.0;0.225;0.028;0.121;0.325;0.03;0.0;0.0;0.0;0.002;0.141;932.179;1271.254;620.952;1994.01;207.466;65.874;87.415;537956.696;457584.078;u;F
104;781.299;870.729;785.068;1181.034;222.554;74.828;47.4;199;186.914;0.665;0.48;3.64;0.47;0.13;-0.36;0.65;10.35;1.13;djf;159.45;2.76;jja;3.2;0.45;0.14;-0.31;0.63;7.6;1.13;djf;142.3;2.47;jja;2.701;0.79;252.625;2.568;0.679;0.308;2.217;3.5;7.351;0.475;2.0;0.85;332;0.0;0.749;0.0;0.162;0.005;0.0;0.062;0.002;0.11;0.11;0.08;-0.08;0.03;0.03;19.805;0.625;0.386;0.089;0.692;0.222;0.09;0.126;0.014;vb;0.0;0.0;0.011;0.989;vbpy__;0.0;0.0;0.011;0.0;0.934;0.055;hraun;0.178;0.0;0.0;0.0;0.0;0.176;0.0;0.423;0.0;0.019;0.202;0.002;0.0;0.0;0.0;0.0;0.16;125.028;1261.263;711.095;1785.376;133.956;71.993;98.927;522144.538;480278.448;u;F
105;44.708;430.61;448.042;522.273;85.348;76.004;14.1;261;196.467;0.533;0.36;4.85;0.35;0.07;-0.58;0.66;13.85;1.32;djf;168.25;2.96;jja;3.72;0.95;0.25;-0.34;0.57;8.8;1.24;son;149.85;2.64;jja;4.734;1.0;232.0;3.65;0.554;1.761;2.802;1.812;16.097;81.843;12.1;0.464;333;0.0;0.58;0.0;0.0;0.052;0.0;0.367;0.0;0.38;0.38;0.21;-0.06;0.21;0.21;1.0;0.3;0.434;0.05;0.529;0.266;0.171;0.211;0.013;vb;0.0;0.0;0.0;1.0;vb__sr;0.0;0.0;0.0;1.0;0.0;0.0;gold;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;u;F
106;183.12;502.429;552.775;780.009;147.055;93.676;32.9;155;159.138;0.464;0.46;6.59;0.38;0.06;-0.21;0.33;15.15;1.15;djf;165.25;2.94;;5.86;2.08;0.35;-0.18;0.31;10.45;1.16;djf;127.85;2.34;mam;5.577;0.817;162.889;2.017;0.661;1.185;;;14.071;8.374;6.15;1.302;322;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019;0.65;0.65;0.39;-0.05;0.52;0.52;1.483;0.1;0.475;0.014;0.43;0.34;0.23;0.26;0.014;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.653;0.347;bnew;0.0;0.0;0.0;0.0;0.0;0.321;0.0;0.134;0.334;0.038;0.173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;s;E
107;268.502;628.267;612.237;361.743;61.285;87.557;21.5;277;194.187;0.861;0.15;3.71;0.45;0.12;-0.46;0.51;12.95;1.23;djf;180.65;3.07;jja;3.91;0.82;0.21;-0.3;0.46;9.05;1.1;djf;147.95;2.64;mam;;;;;;;;;;;;;332;0.0;0.679;0.0;0.0;0.318;0.0;0.0;0.0;0.04;0.04;0.04;-0.2;0.0;0.0;1.477;0.181;0.457;0.027;0.484;0.316;0.2;0.235;0.014;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.729;0.271;mob;0.0;0.0;0.289;0.0;0.0;0.0;0.0;0.012;0.019;0.294;0.387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;l;D
890;200.784;246.848;246.318;652.244;131.199;69.445;23.5;207;181.259;0.681;0.51;4.34;0.61;0.14;-0.21;0.25;12.4;1.13;djf;181.6;3.29;jja;5.09;2.09;0.41;-0.25;0.28;9.15;1.12;djf;148.15;2.76;mam;17.463;4.214;179.385;0.242;0.896;0.181;;;22.952;;;14.588;322;0.067;0.223;0.041;0.0;0.0;0.0;0.515;0.141;1.64;1.64;0.52;0.02;0.74;0.74;3.453;1.0;0.353;0.14;0.786;0.174;0.041;0.077;0.014;vb;0.0;0.0;0.0;1.0;vbpy__;0.0;0.0;0.0;0.0;0.86;0.14;hraun;0.0;0.0;0.0;0.0;0.0;0.063;0.0;0.736;0.0;0.126;0.067;0.008;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;s;E
990;1620.29;850.431;767.028;1232.594;274.41;71.123;76.9;209;176.525;0.59;0.57;4.05;0.46;0.11;-0.33;0.62;10.2;1.12;djf;156.15;2.79;jja;3.53;0.44;0.12;-0.3;0.6;7.7;1.13;djf;141.55;2.55;jja;;;;;;;;;;;;;332;0.0;0.573;0.0;0.261;0.005;0.0;0.056;0.055;0.14;0.14;0.11;-0.08;0.07;0.07;22.168;0.539;0.376;0.077;0.721;0.209;0.073;0.111;0.015;vb;0.0;0.0;0.119;0.881;vbpy__;0.0;0.0;0.119;0.0;0.832;0.048;hraun;0.285;0.0;0.0;0.0;0.0;0.085;0.0;0.457;0.0;0.024;0.146;0.003;0.0;0.0;0.0;0.0;0.257;416.905;1209.352;620.952;1789.067;144.75;76.295;96.328;513838.086;473781.796;u;F
1010;1456.549;758.015;633.899;1432.238;265.57;72.029;60.9;204;174.639;0.708;0.58;4.27;0.43;0.1;-0.32;0.58;10.85;1.11;djf;165.65;2.97;jja;3.9;0.6;0.15;-0.27;0.53;7.7;1.12;djf;150.35;2.73;jja;5.649;1.376;256.667;2.781;0.715;0.785;;;13.612;;;1.862;332;0.0;0.572;0.0;0.203;0.007;0.0;0.087;0.078;0.21;0.21;0.15;-0.07;0.12;0.12;13.796;0.637;0.365;0.089;0.753;0.188;0.06;0.094;0.014;vb;0.0;0.0;0.131;0.869;vbpy__;0.0;0.0;0.131;0.0;0.836;0.033;hraun;0.221;0.0;0.0;0.0;0.0;0.117;0.0;0.453;0.0;0.027;0.171;0.01;0.0;0.0;0.0;0.0;0.201;292.114;1187.162;620.952;1789.067;149.316;78.376;94.084;510255.918;470985.36;s;E
9900;838.941;831.543;644.571;1232.594;313.966;67.674;40.6;193;166.865;0.805;0.66;4.44;0.44;0.1;-0.3;0.6;10.6;1.1;djf;164.05;2.93;jja;3.84;0.42;0.11;-0.3;0.58;7.95;1.14;djf;149.5;2.73;jja;;;;;;;;;;;;;335;0.0;0.408;0.0;0.353;0.005;0.0;0.05;0.106;0.17;0.17;0.15;-0.08;0.11;0.11;25.067;0.458;0.359;0.066;0.768;0.188;0.048;0.086;0.015;vb;0.0;0.0;0.221;0.779;vbpy__;0.0;0.0;0.221;0.0;0.738;0.042;hraun;0.384;0.0;0.0;0.0;0.0;0.0;0.0;0.49;0.0;0.029;0.093;0.004;0.0;0.0;0.0;0.0;0.348;291.824;1187.205;620.952;1789.067;149.377;78.139;94.084;510276.019;470996.767;s;E
