YYYY;MM;DD;qobs;qc_flag
1961;4;26;572.77;40.0
1961;4;27;603.12;40.0
1961;4;28;559.86;40.0
1961;4;29;581.41;40.0
1961;4;30;581.41;40.0
1961;5;1;577.08;40.0
1961;5;2;581.41;40.0
1961;5;3;629.37;40.0
1961;5;4;647.0;40.0
1961;5;5;633.77;40.0
1961;5;6;585.74;40.0
1961;5;7;568.46;40.0
1961;5;8;585.74;40.0
1961;5;9;564.15;40.0
1961;5;10;568.46;40.0
1961;5;11;727.49;40.0
1961;5;12;800.57;40.0
1961;5;13;732.02;40.0
1961;5;14;678.08;40.0
1961;5;15;633.77;40.0
1961;5;16;620.6;40.0
1961;5;17;559.86;40.0
1961;5;18;568.46;40.0
1961;5;19;568.46;40.0
1961;5;20;559.86;40.0
1961;5;21;542.74;40.0
1961;5;22;542.74;40.0
1961;5;23;534.21;40.0
1961;5;24;475.34;40.0
1961;5;25;389.72;40.0
1961;5;26;361.96;40.0
1961;5;27;365.9;40.0
1961;5;28;426.0;40.0
1961;5;29;496.21;40.0
1961;5;30;475.34;40.0
1961;5;31;454.65;40.0
1961;6;1;421.94;40.0
1961;6;2;417.88;40.0
1961;6;3;401.74;40.0
1961;6;4;377.77;40.0
1961;6;5;358.03;40.0
1961;6;6;365.9;40.0
1961;6;7;358.03;40.0
1961;6;8;354.1;40.0
1961;6;9;334.62;40.0
1961;6;10;323.03;40.0
1961;6;11;323.03;40.0
1961;6;12;330.74;40.0
1961;6;13;338.5;40.0
1961;6;14;326.88;40.0
1961;6;15;330.74;40.0
1961;6;16;350.19;40.0
1961;6;17;346.28;40.0
1961;6;18;338.5;40.0
1961;6;19;330.74;40.0
1961;6;20;338.5;40.0
1961;6;21;342.38;40.0
1961;6;22;323.03;40.0
1961;6;23;323.03;40.0
1961;6;24;326.88;40.0
1961;6;25;338.5;40.0
1961;6;26;326.88;40.0
1961;6;27;330.74;40.0
1961;6;28;326.88;40.0
1961;6;29;323.03;40.0
1961;6;30;326.88;40.0
1961;7;1;354.1;40.0
1961;7;2;361.96;40.0
1961;7;3;358.03;40.0
1961;7;4;361.96;40.0
1961;7;5;354.1;40.0
1961;7;6;354.1;40.0
1961;7;7;342.38;40.0
1961;7;8;330.74;40.0
1961;7;9;330.74;40.0
1961;7;10;334.62;40.0
1961;7;11;358.03;40.0
1961;7;12;338.5;40.0
1961;7;13;346.28;40.0
1961;7;14;350.19;40.0
1961;7;15;334.62;40.0
1961;7;16;326.88;40.0
1961;7;17;346.28;40.0
1961;7;18;354.1;40.0
1961;7;19;350.19;40.0
1961;7;20;338.5;40.0
1961;7;21;334.62;40.0
1961;7;22;330.74;40.0
1961;7;23;334.62;40.0
1961;7;24;334.62;40.0
1961;7;25;330.74;40.0
1961;7;26;323.03;40.0
1961;7;27;311.53;40.0
1961;7;28;319.19;40.0
1961;7;29;342.38;40.0
1961;7;30;300.11;40.0
1961;7;31;346.28;40.0
1961;8;1;358.03;40.0
1961;8;2;338.5;40.0
1961;8;3;319.19;40.0
1961;8;4;307.71;40.0
1961;8;5;303.9;40.0
1961;8;6;292.54;40.0
1961;8;7;292.54;40.0
1961;8;8;288.77;40.0
1961;8;9;292.54;40.0
1961;8;10;288.77;40.0
1961;8;11;277.53;40.0
1961;8;12;285.01;40.0
1961;8;13;292.54;40.0
1961;8;14;323.03;40.0
1961;8;15;326.88;40.0
1961;8;16;326.88;40.0
1961;8;17;346.28;40.0
1961;8;18;354.1;40.0
1961;8;19;346.28;40.0
1961;8;20;346.28;40.0
1961;8;21;338.5;40.0
1961;8;22;346.28;40.0
1961;8;23;361.96;40.0
1961;8;24;393.72;40.0
1961;8;25;365.9;40.0
1961;8;26;342.38;40.0
1961;8;27;342.38;40.0
1961;8;28;342.38;40.0
1961;8;29;350.19;40.0
1961;8;30;358.03;40.0
1961;8;31;361.96;40.0
1961;9;1;354.1;40.0
1961;9;2;346.28;40.0
1961;9;3;342.38;40.0
1961;9;4;365.9;40.0
1961;9;5;393.72;40.0
1961;9;6;373.81;40.0
1961;9;7;330.74;40.0
1961;9;8;315.35;40.0
1961;9;9;319.19;40.0
1961;9;10;319.19;40.0
1961;9;11;323.03;40.0
1961;9;12;334.62;40.0
1961;9;13;330.74;40.0
1961;9;14;311.53;40.0
1961;9;15;319.19;40.0
1961;9;16;346.28;40.0
1961;9;17;323.03;40.0
1961;9;18;319.19;40.0
1961;9;19;326.88;40.0
1961;9;20;369.85;40.0
1961;9;21;377.77;40.0
1961;9;22;377.77;40.0
1961;9;23;377.77;40.0
1961;9;24;377.77;40.0
1961;9;25;385.73;40.0
1961;9;26;393.72;40.0
1961;9;27;430.07;40.0
1961;9;28;401.74;40.0
1961;9;29;369.85;40.0
1961;9;30;358.03;40.0
1961;10;1;358.03;40.0
1961;10;2;358.03;40.0
1961;10;3;361.96;40.0
1961;10;4;365.9;40.0
1961;10;5;365.9;40.0
1961;10;6;342.38;40.0
1961;10;7;330.74;40.0
1961;10;8;330.74;40.0
1961;10;9;338.5;40.0
1961;10;10;338.5;40.0
1961;10;11;323.03;40.0
1961;10;12;326.88;40.0
1961;10;13;369.85;40.0
1961;10;14;479.5;40.0
1961;10;15;475.34;40.0
1961;10;16;471.19;40.0
1961;10;17;434.15;40.0
1961;10;18;389.72;40.0
1961;10;19;369.85;40.0
1961;10;20;361.96;40.0
1961;10;21;377.77;40.0
1961;10;22;369.85;40.0
1961;10;23;361.96;40.0
1961;10;24;405.76;40.0
1961;10;25;409.8;40.0
1961;10;26;393.72;40.0
1961;10;27;373.81;40.0
1961;10;28;346.28;40.0
1961;10;29;365.9;40.0
1961;10;30;307.71;40.0
1961;10;31;277.53;40.0
1961;11;1;285.01;40.0
1961;11;2;255.31;40.0
1961;11;3;255.31;40.0
1961;11;4;315.35;40.0
1961;11;5;350.19;40.0
1961;11;6;350.19;40.0
1961;11;7;350.19;40.0
1961;11;8;330.74;40.0
1961;11;9;311.53;40.0
1961;11;10;326.88;40.0
1961;11;11;342.38;40.0
1961;11;12;326.88;40.0
1961;11;13;409.8;40.0
1961;11;14;620.6;40.0
1961;11;15;642.59;40.0
1961;11;16;521.48;40.0
1961;11;17;434.15;40.0
1961;11;18;446.43;40.0
1961;11;19;483.66;40.0
1961;11;20;521.48;40.0
1961;11;21;759.29;40.0
1961;11;22;791.36;40.0
1961;11;23;598.76;40.0
1961;11;24;413.83;40.0
1961;11;25;354.1;40.0
1961;11;26;358.03;40.0
1961;11;27;377.77;40.0
1961;11;28;373.81;40.0
1961;11;29;350.19;40.0
1961;11;30;338.5;40.0
1961;12;1;307.71;40.0
1961;12;2;307.71;40.0
1961;12;3;307.71;40.0
1961;12;4;303.9;40.0
1961;12;5;303.9;40.0
1961;12;6;300.11;40.0
1961;12;7;296.32;40.0
1961;12;8;292.54;40.0
1961;12;9;296.32;40.0
1961;12;10;303.9;40.0
1961;12;11;307.71;40.0
1961;12;12;311.53;40.0
1961;12;13;319.19;40.0
1961;12;14;315.35;40.0
1961;12;15;323.03;40.0
1961;12;16;338.5;40.0
1961;12;17;381.75;40.0
1961;12;18;385.73;40.0
1961;12;19;377.77;40.0
1961;12;20;361.96;40.0
1961;12;21;342.38;40.0
1961;12;22;338.5;40.0
1961;12;23;323.03;40.0
1961;12;24;315.35;40.0
1961;12;25;288.77;40.0
1961;12;26;300.11;40.0
1961;12;27;288.77;40.0
1961;12;28;281.26;40.0
1961;12;29;273.8;40.0
1961;12;30;266.37;40.0
1961;12;31;270.08;40.0
1962;1;1;270.08;40.0
1962;1;2;281.26;40.0
1962;1;3;270.08;40.0
1962;1;4;270.08;40.0
1962;1;5;266.37;40.0
1962;1;6;262.67;40.0
1962;1;7;285.01;40.0
1962;1;8;307.71;40.0
1962;1;9;307.71;40.0
1962;1;10;315.35;40.0
1962;1;11;319.19;40.0
1962;1;12;326.88;40.0
1962;1;13;354.1;40.0
1962;1;14;369.85;40.0
1962;1;15;373.81;40.0
1962;1;16;346.28;40.0
1962;1;17;296.32;40.0
1962;1;18;288.77;40.0
1962;1;19;262.67;40.0
1962;1;20;251.64;40.0
1962;1;21;240.7;40.0
1962;1;22;237.08;40.0
1962;1;23;237.08;40.0
1962;1;24;240.7;40.0
1962;1;25;244.34;40.0
1962;1;26;240.7;40.0
1962;1;27;323.03;40.0
1962;1;28;496.21;40.0
1962;1;29;713.95;40.0
1962;1;30;732.02;40.0
1962;1;31;487.84;40.0
1962;2;1;430.07;40.0
1962;2;2;397.73;40.0
1962;2;3;385.73;40.0
1962;2;4;354.1;40.0
1962;2;5;323.03;40.0
1962;2;6;303.9;40.0
1962;2;7;303.9;40.0
1962;2;8;361.96;40.0
1962;2;9;381.75;40.0
1962;2;10;381.75;40.0
1962;2;11;361.96;40.0
1962;2;12;350.19;40.0
1962;2;13;338.5;40.0
1962;2;14;334.62;40.0
1962;2;15;330.74;40.0
1962;2;16;330.74;40.0
1962;2;17;323.03;40.0
1962;2;18;338.5;40.0
1962;2;19;551.28;40.0
1962;2;20;542.74;40.0
1962;2;21;471.19;40.0
1962;2;22;446.43;40.0
1962;2;23;438.23;40.0
1962;2;24;450.53;40.0
1962;2;25;442.33;40.0
1962;2;26;417.88;40.0
1962;2;27;361.96;40.0
1962;2;28;330.74;40.0
1962;3;1;354.1;40.0
1962;3;2;130.79;40.0
1962;3;3;338.5;40.0
1962;3;4;315.35;40.0
1962;3;5;315.35;40.0
1962;3;6;315.35;40.0
1962;3;7;315.35;40.0
1962;3;8;311.53;40.0
1962;3;9;311.53;40.0
1962;3;10;311.53;40.0
1962;3;11;307.71;40.0
1962;3;12;307.71;40.0
1962;3;13;303.9;40.0
1962;3;14;292.54;40.0
1962;3;15;319.19;40.0
1962;3;16;409.8;40.0
1962;3;17;381.75;40.0
1962;3;18;358.03;40.0
1962;3;19;361.96;40.0
1962;3;20;346.28;40.0
1962;3;21;338.5;40.0
1962;3;22;326.88;40.0
1962;3;23;307.71;40.0
1962;3;24;285.01;40.0
1962;3;25;273.8;40.0
1962;3;26;251.64;40.0
1962;3;27;233.46;40.0
1962;3;28;240.7;40.0
1962;3;29;233.46;40.0
1962;3;30;233.46;40.0
1962;3;31;237.08;40.0
1962;4;1;244.34;40.0
1962;4;2;247.98;40.0
1962;4;3;247.98;40.0
1962;4;4;244.34;40.0
1962;4;5;240.7;40.0
1962;4;6;237.08;40.0
1962;4;7;244.34;40.0
1962;4;8;233.46;40.0
1962;4;9;240.7;40.0
1962;4;10;247.98;40.0
1962;4;11;244.34;40.0
1962;4;12;237.08;40.0
1962;4;13;273.8;40.0
1962;4;14;718.46;40.0
1962;4;15;1459.97;40.0
1962;4;16;1925.18;40.0
1962;4;17;1564.62;40.0
1962;4;18;1086.12;40.0
1962;4;19;870.31;40.0
1962;4;20;750.18;40.0
1962;4;21;669.17;40.0
1962;4;22;638.18;40.0
1962;4;23;577.08;40.0
1962;4;24;564.15;40.0
1962;4;25;638.18;40.0
1962;4;26;572.77;40.0
1962;4;27;525.72;40.0
1962;4;28;517.25;40.0
1962;4;29;568.46;40.0
1962;4;30;616.22;40.0
1962;5;1;611.84;40.0
1962;5;2;594.41;40.0
1962;5;3;542.74;40.0
1962;5;4;508.81;40.0
1962;5;5;434.15;40.0
1962;5;6;401.74;40.0
1962;5;7;393.72;40.0
1962;5;8;409.8;40.0
1962;5;9;417.88;40.0
1962;5;10;401.74;40.0
1962;5;11;401.74;40.0
1962;5;12;397.73;40.0
1962;5;13;405.76;40.0
1962;5;14;434.15;40.0
1962;5;15;426.0;40.0
1962;5;16;389.72;40.0
1962;5;17;373.81;40.0
1962;5;18;358.03;40.0
1962;5;19;346.28;40.0
1962;5;20;330.74;40.0
1962;5;21;326.88;40.0
1962;5;22;334.62;40.0
1962;5;23;358.03;40.0
1962;5;24;385.73;40.0
1962;5;25;417.88;40.0
1962;5;26;450.53;40.0
1962;5;27;483.66;40.0
1962;5;28;517.25;40.0
1962;5;29;434.15;40.0
1962;5;30;397.73;40.0
1962;5;31;409.8;40.0
1962;6;1;405.76;40.0
1962;6;2;401.74;40.0
1962;6;3;417.88;40.0
1962;6;4;413.83;40.0
1962;6;5;450.53;40.0
1962;6;6;483.66;40.0
1962;6;7;611.84;40.0
1962;6;8;564.15;40.0
1962;6;9;458.77;40.0
1962;6;10;417.88;40.0
1962;6;11;409.8;40.0
1962;6;12;413.83;40.0
1962;6;13;430.07;40.0
1962;6;14;409.8;40.0
1962;6;15;401.74;40.0
1962;6;16;389.72;40.0
1962;6;17;354.1;40.0
1962;6;18;330.74;40.0
1962;6;19;334.62;40.0
1962;6;20;307.71;40.0
1962;6;21;303.9;40.0
1962;6;22;300.11;40.0
1962;6;23;319.19;40.0
1962;6;24;307.71;40.0
1962;6;25;311.53;40.0
1962;6;26;307.71;40.0
1962;6;27;300.11;40.0
1962;6;28;303.9;40.0
1962;6;29;330.74;40.0
1962;6;30;358.03;40.0
1962;7;1;458.77;40.0
1962;7;2;479.5;40.0
1962;7;3;417.88;40.0
1962;7;4;409.8;40.0
1962;7;5;401.74;40.0
1962;7;6;397.73;40.0
1962;7;7;381.75;40.0
1962;7;8;354.1;40.0
1962;7;9;338.5;40.0
1962;7;10;350.19;40.0
1962;7;11;354.1;40.0
1962;7;12;342.38;40.0
1962;7;13;338.5;40.0
1962;7;14;338.5;40.0
1962;7;15;338.5;40.0
1962;7;16;346.28;40.0
1962;7;17;358.03;40.0
1962;7;18;354.1;40.0
1962;7;19;354.1;40.0
1962;7;20;330.74;40.0
1962;7;21;330.74;40.0
1962;7;22;326.88;40.0
1962;7;23;334.62;40.0
1962;7;24;338.5;40.0
1962;7;25;338.5;40.0
1962;7;26;330.74;40.0
1962;7;27;338.5;40.0
1962;7;28;354.1;40.0
1962;7;29;365.9;40.0
1962;7;30;365.9;40.0
1962;7;31;365.9;40.0
1962;8;1;369.85;40.0
1962;8;2;369.85;40.0
1962;8;3;369.85;40.0
1962;8;4;346.28;40.0
1962;8;5;326.88;40.0
1962;8;6;326.88;40.0
1962;8;7;326.88;40.0
1962;8;8;315.35;40.0
1962;8;9;307.71;40.0
1962;8;10;296.32;40.0
1962;8;11;300.11;40.0
1962;8;12;319.19;40.0
1962;8;13;315.35;40.0
1962;8;14;307.71;40.0
1962;8;15;307.71;40.0
1962;8;16;303.9;40.0
1962;8;17;307.71;40.0
1962;8;18;303.9;40.0
1962;8;19;307.71;40.0
1962;8;20;315.35;40.0
1962;8;21;323.03;40.0
1962;8;22;319.19;40.0
1962;8;23;315.35;40.0
1962;8;24;326.88;40.0
1962;8;25;330.74;40.0
1962;8;26;326.88;40.0
1962;8;27;326.88;40.0
1962;8;28;303.9;40.0
1962;8;29;307.71;40.0
1962;8;30;307.71;40.0
1962;8;31;303.9;40.0
1962;9;1;315.35;40.0
1962;9;2;334.62;40.0
1962;9;3;334.62;40.0
1962;9;4;326.88;40.0
1962;9;5;326.88;40.0
1962;9;6;319.19;40.0
1962;9;7;315.35;40.0
1962;9;8;300.11;40.0
1962;9;9;288.77;40.0
1962;9;10;285.01;40.0
1962;9;11;285.01;40.0
1962;9;12;281.26;40.0
1962;9;13;277.53;40.0
1962;9;14;277.53;40.0
1962;9;15;281.26;40.0
1962;9;16;270.08;40.0
1962;9;17;262.67;40.0
1962;9;18;273.8;40.0
1962;9;19;342.38;40.0
1962;9;20;385.73;40.0
1962;9;21;358.03;40.0
1962;9;22;385.73;40.0
1962;9;23;350.19;40.0
1962;9;24;555.57;40.0
1962;9;25;529.96;40.0
1962;9;26;504.61;40.0
1962;9;27;492.02;40.0
1962;9;28;442.33;40.0
1962;9;29;417.88;40.0
1962;9;30;401.74;40.0
1962;10;1;381.75;40.0
1962;10;2;385.73;40.0
1962;10;3;381.75;40.0
1962;10;4;381.75;40.0
1962;10;5;377.77;40.0
1962;10;6;365.9;40.0
1962;10;7;358.03;40.0
1962;10;8;385.73;40.0
1962;10;9;401.74;40.0
1962;10;10;373.81;40.0
1962;10;11;358.03;40.0
1962;10;12;361.96;40.0
1962;10;13;346.28;40.0
1962;10;14;330.74;40.0
1962;10;15;354.1;40.0
1962;10;16;438.23;40.0
1962;10;17;475.34;40.0
1962;10;18;517.25;40.0
1962;10;19;483.66;40.0
1962;10;20;475.34;40.0
1962;10;21;691.49;40.0
1962;10;22;856.27;40.0
1962;10;23;651.42;40.0
1962;10;24;529.96;40.0
1962;10;25;454.65;40.0
1962;10;26;450.53;40.0
1962;10;27;438.23;40.0
1962;10;28;413.83;40.0
1962;10;29;413.83;40.0
1962;10;30;401.74;40.0
1962;10;31;381.75;40.0
1962;11;1;389.72;40.0
1962;11;2;389.72;40.0
1962;11;3;381.75;40.0
1962;11;4;369.85;40.0
1962;11;5;377.77;40.0
1962;11;6;358.03;40.0
1962;11;7;358.03;40.0
1962;11;8;377.77;40.0
1962;11;9;385.73;40.0
1962;11;10;446.43;40.0
1962;11;11;496.21;40.0
1962;11;12;475.34;40.0
1962;11;13;442.33;40.0
1962;11;14;421.94;40.0
1962;11;15;405.76;40.0
1962;11;16;397.73;40.0
1962;11;17;373.81;40.0
1962;11;18;354.1;40.0
1962;11;19;350.19;40.0
1962;11;20;346.28;40.0
1962;11;21;346.28;40.0
1962;11;22;346.28;40.0
1962;11;23;346.28;40.0
1962;11;24;346.28;40.0
1962;11;25;346.28;40.0
1962;11;26;346.28;40.0
1962;11;27;346.28;40.0
1962;11;28;338.5;40.0
1962;11;29;338.5;40.0
1962;11;30;354.1;40.0
1962;12;1;450.53;40.0
1962;12;2;585.74;40.0
1962;12;3;727.49;40.0
1962;12;4;682.54;40.0
1962;12;5;655.85;40.0
1962;12;6;559.86;40.0
1962;12;7;479.5;40.0
1962;12;8;513.03;40.0
1962;12;9;434.15;40.0
1962;12;10;346.28;40.0
1962;12;11;311.53;40.0
1962;12;12;307.71;40.0
1962;12;13;307.71;40.0
1962;12;14;307.71;40.0
1962;12;15;315.35;40.0
1962;12;16;334.62;40.0
1962;12;17;385.73;40.0
1962;12;18;421.94;40.0
1962;12;19;377.77;40.0
1962;12;20;377.77;40.0
1962;12;21;381.75;40.0
1962;12;22;483.66;40.0
1962;12;23;1105.75;40.0
1962;12;24;1022.81;40.0
1962;12;25;837.62;40.0
1962;12;26;551.28;40.0
1962;12;27;397.73;40.0
1962;12;28;417.88;40.0
1962;12;29;405.76;40.0
1962;12;30;401.74;40.0
1962;12;31;365.9;40.0
1963;1;1;346.28;40.0
1963;1;2;323.03;40.0
1963;1;3;311.53;40.0
1963;1;4;338.5;40.0
1963;1;5;346.28;40.0
1963;1;6;346.28;40.0
1963;1;7;346.28;40.0
1963;1;8;338.5;40.0
1963;1;9;330.74;40.0
1963;1;10;326.88;40.0
1963;1;11;323.03;40.0
1963;1;12;315.35;40.0
1963;1;13;307.71;40.0
1963;1;14;307.71;40.0
1963;1;15;334.62;40.0
1963;1;16;373.81;40.0
1963;1;17;365.9;40.0
1963;1;18;385.73;40.0
1963;1;19;458.77;40.0
1963;1;20;421.94;40.0
1963;1;21;346.28;40.0
1963;1;22;354.1;40.0
1963;1;23;361.96;40.0
1963;1;24;369.85;40.0
1963;1;25;338.5;40.0
1963;1;26;323.03;40.0
1963;1;27;504.61;40.0
1963;1;28;638.18;40.0
1963;1;29;638.18;40.0
1963;1;30;426.0;40.0
1963;1;31;358.03;40.0
1963;2;1;342.38;40.0
1963;2;2;342.38;40.0
1963;2;3;350.19;40.0
1963;2;4;307.71;40.0
1963;2;5;307.71;40.0
1963;2;6;307.71;40.0
1963;2;7;307.71;40.0
1963;2;8;307.71;40.0
1963;2;9;307.71;40.0
1963;2;10;307.71;40.0
1963;2;11;300.11;40.0
1963;2;12;296.32;40.0
1963;2;13;292.54;40.0
1963;2;14;307.71;40.0
1963;2;15;307.71;40.0
1963;2;16;315.35;40.0
1963;2;17;307.71;40.0
1963;2;18;296.32;40.0
1963;2;19;296.32;40.0
1963;2;20;277.53;40.0
1963;2;21;270.08;40.0
1963;2;22;281.26;40.0
1963;2;23;307.71;40.0
1963;2;24;326.88;40.0
1963;2;25;373.81;40.0
1963;2;26;342.38;40.0
1963;2;27;307.71;40.0
1963;2;28;397.73;40.0
1963;3;1;607.48;40.0
1963;3;2;638.18;40.0
1963;3;3;547.01;40.0
1963;3;4;773.0;40.0
1963;3;5;673.62;40.0
1963;3;6;585.74;40.0
1963;3;7;525.72;40.0
1963;3;8;458.77;40.0
1963;3;9;393.72;40.0
1963;3;10;373.81;40.0
1963;3;11;311.53;40.0
1963;3;12;288.77;40.0
1963;3;13;296.32;40.0
1963;3;14;296.32;40.0
1963;3;15;303.9;40.0
1963;3;16;338.5;40.0
1963;3;17;330.74;40.0
1963;3;18;315.35;40.0
1963;3;19;296.32;40.0
1963;3;20;292.54;40.0
1963;3;21;288.77;40.0
1963;3;22;288.77;40.0
1963;3;23;296.32;40.0
1963;3;24;377.77;40.0
1963;3;25;446.43;40.0
1963;3;26;397.73;40.0
1963;3;27;319.19;40.0
1963;3;28;303.9;40.0
1963;3;29;307.71;40.0
1963;3;30;303.9;40.0
1963;3;31;277.53;40.0
1963;4;1;273.8;40.0
1963;4;2;288.77;40.0
1963;4;3;303.9;40.0
1963;4;4;315.35;40.0
1963;4;5;330.74;40.0
1963;4;6;405.76;40.0
1963;4;7;417.88;40.0
1963;4;8;426.0;40.0
1963;4;9;397.73;40.0
1963;4;10;373.81;40.0
1963;4;11;342.38;40.0
1963;4;12;326.88;40.0
1963;4;13;319.19;40.0
1963;4;14;311.53;40.0
1963;4;15;296.32;40.0
1963;4;16;226.27;40.0
1963;4;17;251.64;40.0
1963;4;18;292.54;40.0
1963;4;19;303.9;40.0
1963;4;20;311.53;40.0
1963;4;21;311.53;40.0
1963;4;22;311.53;40.0
1963;4;23;311.53;40.0
1963;4;24;319.19;40.0
1963;4;25;315.35;40.0
1963;4;26;361.96;40.0
1963;4;27;471.19;40.0
1963;4;28;564.15;40.0
1963;4;29;616.22;40.0
1963;4;30;559.86;40.0
1963;5;1;458.77;40.0
1963;5;2;413.83;40.0
1963;5;3;342.38;40.0
1963;5;4;326.88;40.0
1963;5;5;338.5;40.0
1963;5;6;307.71;40.0
1963;5;7;307.71;40.0
1963;5;8;315.35;40.0
1963;5;9;311.53;40.0
1963;5;10;307.71;40.0
1963;5;11;307.71;40.0
1963;5;12;326.88;40.0
1963;5;13;346.28;40.0
1963;5;14;338.5;40.0
1963;5;15;330.74;40.0
1963;5;16;323.03;40.0
1963;5;17;315.35;40.0
1963;5;18;307.71;40.0
1963;5;19;303.9;40.0
1963;5;20;300.11;40.0
1963;5;21;281.26;40.0
1963;5;22;288.77;40.0
1963;5;23;300.11;40.0
1963;5;24;307.71;40.0
1963;5;25;330.74;40.0
1963;5;26;401.74;40.0
1963;5;27;462.9;40.0
1963;5;28;467.04;40.0
1963;5;29;467.04;40.0
1963;5;30;467.04;40.0
1963;5;31;467.04;40.0
1963;6;1;462.9;40.0
1963;6;2;446.43;40.0
1963;6;3;393.72;40.0
1963;6;4;393.72;40.0
1963;6;5;462.9;40.0
1963;6;6;508.81;40.0
1963;6;7;508.81;40.0
1963;6;8;508.81;40.0
1963;6;9;500.4;40.0
1963;6;10;467.04;40.0
1963;6;11;430.07;40.0
1963;6;12;426.0;40.0
1963;6;13;426.0;40.0
1963;6;14;421.94;40.0
1963;6;15;413.83;40.0
1963;6;16;421.94;40.0
1963;6;17;401.74;40.0
1963;6;18;393.72;40.0
1963;6;19;397.73;40.0
1963;6;20;417.88;40.0
1963;6;21;413.83;40.0
1963;6;22;401.74;40.0
1963;6;23;393.72;40.0
1963;6;24;385.73;40.0
1963;6;25;381.75;40.0
1963;6;26;373.81;40.0
1963;6;27;354.1;40.0
1963;6;28;346.28;40.0
1963;6;29;346.28;40.0
1963;6;30;342.38;40.0
1963;7;1;334.62;40.0
1963;7;2;330.74;40.0
1963;7;3;338.5;40.0
1963;7;4;346.28;40.0
1963;7;5;354.1;40.0
1963;7;6;361.96;40.0
1963;7;7;361.96;40.0
1963;7;8;361.96;40.0
1963;7;9;354.1;40.0
1963;7;10;330.74;40.0
1963;7;11;330.74;40.0
1963;7;12;342.38;40.0
1963;7;13;323.03;40.0
1963;7;14;307.71;40.0
1963;7;15;307.71;40.0
1963;7;16;296.32;40.0
1963;7;17;277.53;40.0
1963;7;18;281.26;40.0
1963;7;19;300.11;40.0
1963;7;20;303.9;40.0
1963;7;21;307.71;40.0
1963;7;22;326.88;40.0
1963;7;23;330.74;40.0
1963;7;24;292.54;40.0
1963;7;25;281.26;40.0
1963;7;26;281.26;40.0
1963;7;27;311.53;40.0
1963;7;28;334.62;40.0
1963;7;29;334.62;40.0
1963;7;30;346.28;40.0
1963;7;31;350.19;40.0
1963;8;1;361.96;40.0
1963;8;2;342.38;40.0
1963;8;3;330.74;40.0
1963;8;4;330.74;40.0
1963;8;5;326.88;40.0
1963;8;6;326.88;40.0
1963;8;7;326.88;40.0
1963;8;8;323.03;40.0
1963;8;9;323.03;40.0
1963;8;10;323.03;40.0
1963;8;11;326.88;40.0
1963;8;12;326.88;40.0
1963;8;13;330.74;40.0
1963;8;14;326.88;40.0
1963;8;15;326.88;40.0
1963;8;16;315.35;40.0
1963;8;17;300.11;40.0
1963;8;18;288.77;40.0
1963;8;19;303.9;40.0
1963;8;20;303.9;40.0
1963;8;21;300.11;40.0
1963;8;22;296.32;40.0
1963;8;23;292.54;40.0
1963;8;24;300.11;40.0
1963;8;25;300.11;40.0
1963;8;26;292.54;40.0
1963;8;27;296.32;40.0
1963;8;28;303.9;40.0
1963;8;29;307.71;40.0
1963;8;30;307.71;40.0
1963;8;31;307.71;40.0
1963;9;1;303.9;40.0
1963;9;2;307.71;40.0
1963;9;3;307.71;40.0
1963;9;4;303.9;40.0
1963;9;5;307.71;40.0
1963;9;6;303.9;40.0
1963;9;7;300.11;40.0
1963;9;8;288.77;40.0
1963;9;9;285.01;40.0
1963;9;10;292.54;40.0
1963;9;11;288.77;40.0
1963;9;12;296.32;40.0
1963;9;13;300.11;40.0
1963;9;14;303.9;40.0
1963;9;15;307.71;40.0
1963;9;16;311.53;40.0
1963;9;17;342.38;40.0
1963;9;18;319.19;40.0
1963;9;19;311.53;40.0
1963;9;20;323.03;40.0
1963;9;21;334.62;40.0
1963;9;22;346.28;40.0
1963;9;23;365.9;40.0
1963;9;24;369.85;40.0
1963;9;25;350.19;40.0
1963;9;26;342.38;40.0
1963;9;27;338.5;40.0
1963;9;28;338.5;40.0
1963;9;29;334.62;40.0
1963;9;30;330.74;40.0
1963;10;1;330.74;40.0
1963;10;2;326.88;40.0
1963;10;3;326.88;40.0
1963;10;4;330.74;40.0
1963;10;5;281.26;40.0
1963;10;6;277.53;40.0
1963;10;7;300.11;40.0
1963;10;8;311.53;40.0
1963;10;9;338.5;40.0
1963;10;10;342.38;40.0
1963;10;11;319.19;40.0
1963;10;12;303.9;40.0
1963;10;13;300.11;40.0
1963;10;14;300.11;40.0
1963;10;15;319.19;40.0
1963;10;16;338.5;40.0
1963;10;17;326.88;40.0
1963;10;18;319.19;40.0
1963;10;19;319.19;40.0
1963;10;20;315.35;40.0
1963;10;21;330.74;40.0
1963;10;22;405.76;40.0
1963;10;23;454.65;40.0
1963;10;24;496.21;40.0
1963;10;25;446.43;40.0
1963;10;26;442.33;40.0
1963;10;27;462.9;40.0
1963;10;28;479.5;40.0
1963;10;29;454.65;40.0
1963;10;30;430.07;40.0
1963;10;31;426.0;40.0
1963;11;1;409.8;40.0
1963;11;2;385.73;40.0
1963;11;3;369.85;40.0
1963;11;4;342.38;40.0
1963;11;5;292.54;40.0
1963;11;6;288.77;40.0
1963;11;7;281.26;40.0
1963;11;8;281.26;40.0
1963;11;9;281.26;40.0
1963;11;10;273.8;40.0
1963;11;11;270.08;40.0
1963;11;12;273.8;40.0
