YYYY;MM;DD;qobs;qc_flag
2003;11;25;321.13;40.0
2003;11;26;310.05;40.0
2003;11;27;306.37;40.0
2003;11;28;306.37;100.0
2003;11;29;302.71;100.0
2003;11;30;299.06;100.0
2003;12;1;302.71;40.0
2003;12;2;343.58;40.0
2003;12;3;351.15;40.0
2003;12;4;393.45;40.0
2003;12;5;377.93;40.0
2003;12;6;424.94;40.0
2003;12;7;526.97;40.0
2003;12;8;489.63;40.0
2003;12;9;477.33;40.0
2003;12;10;428.92;40.0
2003;12;11;366.39;40.0
2003;12;12;366.39;40.0
2003;12;13;358.75;40.0
2003;12;14;313.73;40.0
2003;12;15;324.85;40.0
2003;12;16;452.97;40.0
2003;12;17;651.65;40.0
2003;12;18;620.97;40.0
2003;12;19;465.11;40.0
2003;12;20;381.8;40.0
2003;12;21;351.15;40.0
2003;12;22;358.75;40.0
2003;12;23;413.06;40.0
2003;12;24;510.29;40.0
2003;12;25;440.9;40.0
2003;12;26;389.56;40.0
2003;12;27;351.15;40.0
2003;12;28;351.15;40.0
2003;12;29;377.93;40.0
2003;12;30;424.94;40.0
2003;12;31;401.27;40.0
2004;1;1;347.36;40.0
2004;1;2;347.36;40.0
2004;1;3;354.94;40.0
2004;1;4;366.39;40.0
2004;1;5;374.08;40.0
2004;1;6;366.39;40.0
2004;1;7;370.23;40.0
2004;1;8;374.08;40.0
2004;1;9;389.56;40.0
2004;1;10;377.93;40.0
2004;1;11;358.75;40.0
2004;1;12;351.15;40.0
2004;1;13;324.85;40.0
2004;1;14;313.73;40.0
2004;1;15;299.06;40.0
2004;1;16;310.05;40.0
2004;1;17;313.73;40.0
2004;1;18;343.58;40.0
2004;1;19;401.27;40.0
2004;1;20;405.19;40.0
2004;1;21;440.9;40.0
2004;1;22;465.11;40.0
2004;1;23;448.94;40.0
2004;1;24;413.06;40.0
2004;1;25;351.15;40.0
2004;1;26;354.94;40.0
2004;1;27;343.58;40.0
2004;1;28;317.43;40.0
2004;1;29;313.73;100.0
2004;1;30;310.05;100.0
2004;1;31;310.05;100.0
2004;2;1;306.37;100.0
2004;2;2;306.37;100.0
2004;2;3;377.93;100.0
2004;2;4;405.19;40.0
2004;2;5;397.36;40.0
2004;2;6;389.56;100.0
2004;2;7;381.8;40.0
2004;2;8;299.06;40.0
2004;2;9;397.36;40.0
2004;2;10;428.92;40.0
2004;2;11;502.0;40.0
2004;2;12;861.75;40.0
2004;2;13;981.64;40.0
2004;2;14;852.32;40.0
2004;2;15;819.54;40.0
2004;2;16;651.65;40.0
2004;2;17;522.79;40.0
2004;2;18;599.28;40.0
2004;2;19;1070.26;40.0
2004;2;20;1352.02;40.0
2004;2;21;1125.31;40.0
2004;2;22;700.58;40.0
2004;2;23;603.61;40.0
2004;2;24;485.52;40.0
2004;2;25;397.36;40.0
2004;2;26;409.12;40.0
2004;2;27;405.19;40.0
2004;2;28;424.94;40.0
2004;2;29;413.06;40.0
2004;3;1;420.97;40.0
2004;3;2;457.01;40.0
2004;3;3;582.07;40.0
2004;3;4;705.07;40.0
2004;3;5;625.33;40.0
2004;3;6;510.29;40.0
2004;3;7;448.94;40.0
2004;3;8;833.55;40.0
2004;3;9;1325.76;40.0
2004;3;10;1165.77;40.0
2004;3;11;962.2;40.0
2004;3;12;750.35;40.0
2004;3;13;620.97;40.0
2004;3;14;556.47;40.0
2004;3;15;518.62;40.0
2004;3;16;485.52;40.0
2004;3;17;457.01;40.0
2004;3;18;440.9;40.0
2004;3;19;417.01;40.0
2004;3;20;401.27;40.0
2004;3;21;401.27;40.0
2004;3;22;381.8;40.0
2004;3;23;354.94;40.0
2004;3;24;366.39;40.0
2004;3;25;366.39;40.0
2004;3;26;377.93;40.0
2004;3;27;374.08;40.0
2004;3;28;354.94;40.0
2004;3;29;343.58;40.0
2004;3;30;351.15;40.0
2004;3;31;457.01;40.0
2004;4;1;594.97;40.0
2004;4;2;560.72;40.0
2004;4;3;603.61;40.0
2004;4;4;594.97;40.0
2004;4;5;531.16;40.0
2004;4;6;440.9;40.0
2004;4;7;405.19;40.0
2004;4;8;405.19;40.0
2004;4;9;420.97;40.0
2004;4;10;428.92;40.0
2004;4;11;461.05;40.0
2004;4;12;506.14;40.0
2004;4;13;531.16;40.0
2004;4;14;489.63;40.0
2004;4;15;465.11;40.0
2004;4;16;424.94;40.0
2004;4;17;397.36;40.0
2004;4;18;370.23;40.0
2004;4;19;351.15;40.0
2004;4;20;351.15;40.0
2004;4;21;362.57;40.0
2004;4;22;389.56;40.0
2004;4;23;389.56;40.0
2004;4;24;397.36;40.0
2004;4;25;436.9;40.0
2004;4;26;489.63;40.0
2004;4;27;489.63;40.0
2004;4;28;457.01;40.0
2004;4;29;428.92;40.0
2004;4;30;420.97;40.0
2004;5;1;440.9;40.0
2004;5;2;444.91;40.0
2004;5;3;393.45;40.0
2004;5;4;370.23;40.0
2004;5;5;370.23;40.0
2004;5;6;362.57;40.0
2004;5;7;354.94;40.0
2004;5;8;328.57;40.0
2004;5;9;332.31;40.0
2004;5;10;336.06;40.0
2004;5;11;351.15;40.0
2004;5;12;362.57;40.0
2004;5;13;432.9;40.0
2004;5;14;432.9;40.0
2004;5;15;417.01;40.0
2004;5;16;409.12;40.0
2004;5;17;413.06;40.0
2004;5;18;393.45;40.0
2004;5;19;381.8;40.0
2004;5;20;358.75;40.0
2004;5;21;343.58;40.0
2004;5;22;385.67;40.0
2004;5;23;599.28;40.0
2004;5;24;573.5;40.0
2004;5;25;461.05;40.0
2004;5;26;428.92;40.0
2004;5;27;417.01;40.0
2004;5;28;405.19;40.0
2004;5;29;393.45;40.0
2004;5;30;389.56;40.0
2004;5;31;374.08;40.0
2004;6;1;377.93;40.0
2004;6;2;381.8;40.0
2004;6;3;377.93;40.0
2004;6;4;377.93;40.0
2004;6;5;370.23;40.0
2004;6;6;362.57;40.0
2004;6;7;358.75;40.0
2004;6;8;358.75;40.0
2004;6;9;351.15;40.0
2004;6;10;354.94;40.0
2004;6;11;362.57;40.0
2004;6;12;362.57;40.0
2004;6;13;374.08;40.0
2004;6;14;401.27;40.0
2004;6;15;401.27;40.0
2004;6;16;389.56;40.0
2004;6;17;377.93;40.0
2004;6;18;362.57;40.0
2004;6;19;354.94;40.0
2004;6;20;351.15;40.0
2004;6;21;347.36;40.0
2004;6;22;336.06;40.0
2004;6;23;351.15;40.0
2004;6;24;381.8;40.0
2004;6;25;351.15;40.0
2004;6;26;362.57;40.0
2004;6;27;366.39;40.0
2004;6;28;358.75;40.0
2004;6;29;366.39;40.0
2004;6;30;358.75;40.0
2004;7;1;366.39;40.0
2004;7;2;374.08;40.0
2004;7;3;370.23;40.0
2004;7;4;366.39;40.0
2004;7;5;377.93;40.0
2004;7;6;385.67;40.0
2004;7;7;377.93;40.0
2004;7;8;374.08;40.0
2004;7;9;370.23;40.0
2004;7;10;362.57;40.0
2004;7;11;358.75;40.0
2004;7;12;354.94;40.0
2004;7;13;347.36;40.0
2004;7;14;339.82;40.0
2004;7;15;351.15;40.0
2004;7;16;347.36;40.0
2004;7;17;343.58;40.0
2004;7;18;343.58;40.0
2004;7;19;339.82;40.0
2004;7;20;336.06;40.0
2004;7;21;332.31;40.0
2004;7;22;332.31;40.0
2004;7;23;339.82;40.0
2004;7;24;362.57;40.0
2004;7;25;358.75;40.0
2004;7;26;362.57;40.0
2004;7;27;374.08;40.0
2004;7;28;370.23;40.0
2004;7;29;362.57;40.0
2004;7;30;381.8;40.0
2004;7;31;424.94;40.0
2004;8;1;428.92;40.0
2004;8;2;420.97;40.0
2004;8;3;420.97;40.0
2004;8;4;428.92;40.0
2004;8;5;417.01;40.0
2004;8;6;409.12;40.0
2004;8;7;417.01;40.0
2004;8;8;424.94;40.0
2004;8;9;405.19;40.0
2004;8;10;397.36;40.0
2004;8;11;393.45;40.0
2004;8;12;397.36;40.0
2004;8;13;397.36;40.0
2004;8;14;397.36;40.0
2004;8;15;401.27;40.0
2004;8;16;393.45;40.0
2004;8;17;381.8;40.0
2004;8;18;370.23;40.0
2004;8;19;362.57;40.0
2004;8;20;351.15;40.0
2004;8;21;343.58;40.0
2004;8;22;336.06;40.0
2004;8;23;332.31;40.0
2004;8;24;332.31;40.0
2004;8;25;336.06;40.0
2004;8;26;336.06;40.0
2004;8;27;332.31;40.0
2004;8;28;332.31;40.0
2004;8;29;328.57;40.0
2004;8;30;324.85;40.0
2004;8;31;332.31;40.0
2004;9;1;366.39;40.0
2004;9;2;389.56;40.0
2004;9;3;377.93;40.0
2004;9;4;393.45;40.0
2004;9;5;401.27;40.0
2004;9;6;405.19;40.0
2004;9;7;405.19;40.0
2004;9;8;469.17;40.0
2004;9;9;514.45;40.0
2004;9;10;522.79;40.0
2004;9;11;510.29;40.0
2004;9;12;493.74;40.0
2004;9;13;469.17;40.0
2004;9;14;432.9;40.0
2004;9;15;405.19;40.0
2004;9;16;385.67;40.0
2004;9;17;393.45;40.0
2004;9;18;413.06;40.0
2004;9;19;405.19;40.0
2004;9;20;393.45;40.0
2004;9;21;393.45;40.0
2004;9;22;385.67;40.0
2004;9;23;366.39;40.0
2004;9;24;354.94;40.0
2004;9;25;389.56;40.0
2004;9;26;444.91;40.0
2004;9;27;420.97;40.0
2004;9;28;385.67;40.0
2004;9;29;358.75;40.0
2004;9;30;374.08;40.0
2004;10;1;401.27;40.0
2004;10;2;428.92;40.0
2004;10;3;417.01;40.0
2004;10;4;401.27;40.0
2004;10;5;385.67;40.0
2004;10;6;366.39;40.0
2004;10;7;339.82;40.0
2004;10;8;332.31;40.0
2004;10;9;332.31;40.0
2004;10;10;339.82;40.0
2004;10;11;381.8;40.0
2004;10;12;469.17;40.0
2004;10;13;560.72;40.0
2004;10;14;548.0;40.0
2004;10;15;506.14;40.0
2004;10;16;452.97;40.0
2004;10;17;420.97;40.0
2004;10;18;381.8;40.0
2004;10;19;332.31;40.0
2004;10;20;317.43;40.0
2004;10;21;336.06;40.0
2004;10;22;351.15;40.0
2004;10;23;328.57;40.0
2004;10;24;310.05;40.0
2004;10;25;306.37;40.0
2004;10;26;295.42;40.0
2004;10;27;291.79;40.0
2004;10;28;291.79;40.0
2004;10;29;354.94;40.0
2004;10;30;381.8;40.0
2004;10;31;366.39;40.0
2004;11;1;347.36;40.0
2004;11;2;420.97;40.0
2004;11;3;543.78;40.0
2004;11;4;526.97;40.0
2004;11;5;452.97;40.0
2004;11;6;448.94;40.0
2004;11;7;669.34;40.0
2004;11;8;723.1;40.0
2004;11;9;718.58;40.0
2004;11;10;664.91;40.0
2004;11;11;678.23;40.0
2004;11;12;582.07;40.0
2004;11;13;481.42;40.0
2004;11;14;473.25;40.0
2004;11;15;428.92;40.0
2004;11;16;385.67;40.0
2004;11;17;393.45;40.0
2004;11;18;351.15;40.0
2004;11;19;347.36;40.0
2004;11;20;377.93;40.0
2004;11;21;393.45;40.0
2004;11;22;339.82;40.0
2004;11;23;377.93;40.0
2004;11;24;448.94;40.0
2004;11;25;452.97;40.0
2004;11;26;440.9;40.0
2004;11;27;424.94;40.0
2004;11;28;432.9;40.0
2004;11;29;526.97;40.0
2004;11;30;481.42;40.0
2004;12;1;405.19;40.0
2004;12;2;432.9;40.0
2004;12;3;393.45;40.0
2004;12;4;389.56;40.0
2004;12;5;401.27;40.0
2004;12;6;436.9;40.0
2004;12;7;457.01;40.0
2004;12;8;461.05;40.0
2004;12;9;473.25;40.0
2004;12;10;440.9;40.0
2004;12;11;420.97;40.0
2004;12;12;417.01;40.0
2004;12;13;548.0;40.0
2004;12;14;510.29;40.0
2004;12;15;420.97;40.0
2004;12;16;389.56;40.0
2004;12;17;362.57;40.0
2004;12;18;397.36;40.0
2004;12;19;401.27;40.0
2004;12;20;409.12;40.0
2004;12;21;409.12;40.0
2004;12;22;366.39;40.0
2004;12;23;321.13;40.0
2004;12;24;332.31;40.0
2004;12;25;354.94;40.0
2004;12;26;370.23;40.0
2004;12;27;374.08;40.0
2004;12;28;343.58;40.0
2004;12;29;358.75;40.0
2004;12;30;401.27;40.0
2004;12;31;385.67;40.0
2005;1;1;347.36;40.0
2005;1;2;313.73;40.0
2005;1;3;351.15;40.0
2005;1;4;381.8;40.0
2005;1;5;405.19;40.0
2005;1;6;381.8;40.0
2005;1;7;362.57;40.0
2005;1;8;354.94;40.0
2005;1;9;374.08;40.0
2005;1;10;377.93;40.0
2005;1;11;385.67;40.0
2005;1;12;377.93;40.0
2005;1;13;381.8;40.0
2005;1;14;452.97;40.0
2005;1;15;405.19;40.0
2005;1;16;377.93;40.0
2005;1;17;358.75;40.0
2005;1;18;339.82;40.0
2005;1;19;347.36;40.0
2005;1;20;332.31;40.0
2005;1;21;332.31;40.0
2005;1;22;358.75;40.0
2005;1;23;393.45;40.0
2005;1;24;389.56;40.0
2005;1;25;440.9;40.0
2005;1;26;481.42;40.0
2005;1;27;448.94;40.0
2005;1;28;477.33;40.0
2005;1;29;526.97;40.0
2005;1;30;678.23;40.0
2005;1;31;745.79;40.0
2005;2;1;634.08;40.0
2005;2;2;696.1;40.0
2005;2;3;782.45;40.0
2005;2;4;590.66;40.0
2005;2;5;461.05;40.0
2005;2;6;461.05;40.0
2005;2;7;564.97;40.0
2005;2;8;531.16;40.0
2005;2;9;440.9;40.0
2005;2;10;397.36;40.0
2005;2;11;393.45;40.0
2005;2;12;393.45;40.0
2005;2;13;354.94;40.0
2005;2;14;374.08;40.0
2005;2;15;413.06;40.0
2005;2;16;552.23;40.0
2005;2;17;506.14;40.0
2005;2;18;436.9;40.0
2005;2;19;405.19;40.0
2005;2;20;385.67;40.0
2005;2;21;370.23;40.0
2005;2;22;366.39;40.0
2005;2;23;362.57;40.0
2005;2;24;362.57;40.0
2005;2;25;354.94;40.0
2005;2;26;343.58;40.0
2005;2;27;336.06;40.0
2005;2;28;336.06;40.0
2005;3;1;313.73;40.0
2005;3;2;317.43;40.0
2005;3;3;328.57;40.0
2005;3;4;321.13;40.0
2005;3;5;313.73;40.0
2005;3;6;317.43;40.0
2005;3;7;317.43;40.0
2005;3;8;336.06;40.0
2005;3;9;393.45;40.0
2005;3;10;385.67;40.0
2005;3;11;374.08;40.0
2005;3;12;328.57;40.0
2005;3;13;266.69;40.0
2005;3;14;277.38;40.0
2005;3;15;280.96;40.0
2005;3;16;324.85;40.0
2005;3;17;336.06;40.0
2005;3;18;366.39;40.0
2005;3;19;374.08;40.0
2005;3;20;397.36;40.0
2005;3;21;457.01;40.0
2005;3;22;502.0;40.0
2005;3;23;502.0;40.0
2005;3;24;485.52;40.0
2005;3;25;548.0;40.0
2005;3;26;590.66;40.0
2005;3;27;705.07;40.0
2005;3;28;673.78;40.0
2005;3;29;594.97;40.0
2005;3;30;548.0;40.0
2005;3;31;518.62;40.0
2005;4;1;502.0;40.0
2005;4;2;465.11;40.0
2005;4;3;420.97;40.0
2005;4;4;397.36;40.0
2005;4;5;393.45;40.0
2005;4;6;339.82;40.0
2005;4;7;288.17;40.0
2005;4;8;328.57;40.0
2005;4;9;377.93;40.0
2005;4;10;397.36;40.0
2005;4;11;389.56;40.0
2005;4;12;401.27;40.0
2005;4;13;381.8;40.0
2005;4;14;358.75;40.0
2005;4;15;347.36;40.0
2005;4;16;347.36;40.0
2005;4;17;374.08;40.0
2005;4;18;385.67;40.0
2005;4;19;428.92;40.0
2005;4;20;465.11;40.0
2005;4;21;518.62;40.0
2005;4;22;489.63;40.0
2005;4;23;461.05;40.0
2005;4;24;436.9;40.0
2005;4;25;428.92;40.0
2005;4;26;417.01;40.0
2005;4;27;401.27;40.0
2005;4;28;397.36;40.0
2005;4;29;385.67;40.0
2005;4;30;370.23;40.0
2005;5;1;358.75;40.0
2005;5;2;351.15;40.0
2005;5;3;351.15;40.0
2005;5;4;347.36;40.0
2005;5;5;351.15;40.0
2005;5;6;343.58;40.0
2005;5;7;324.85;40.0
2005;5;8;317.43;40.0
2005;5;9;317.43;40.0
2005;5;10;332.31;40.0
2005;5;11;328.57;40.0
2005;5;12;317.43;40.0
2005;5;13;321.13;40.0
2005;5;14;362.57;40.0
2005;5;15;405.19;40.0
2005;5;16;413.06;40.0
2005;5;17;374.08;40.0
2005;5;18;351.15;40.0
2005;5;19;328.57;40.0
2005;5;20;321.13;40.0
2005;5;21;313.73;40.0
2005;5;22;306.37;40.0
2005;5;23;302.71;40.0
2005;5;24;299.06;40.0
2005;5;25;299.06;40.0
2005;5;26;299.06;40.0
2005;5;27;306.37;40.0
2005;5;28;310.05;40.0
2005;5;29;317.43;40.0
2005;5;30;324.85;40.0
2005;5;31;328.57;40.0
2005;6;1;336.06;40.0
2005;6;2;339.82;40.0
2005;6;3;343.58;40.0
2005;6;4;343.58;40.0
2005;6;5;339.82;40.0
2005;6;6;332.31;40.0
2005;6;7;351.15;40.0
2005;6;8;428.92;40.0
2005;6;9;457.01;40.0
2005;6;10;397.36;40.0
2005;6;11;385.67;40.0
2005;6;12;381.8;40.0
2005;6;13;385.67;40.0
2005;6;14;362.57;40.0
2005;6;15;370.23;40.0
2005;6;16;366.39;40.0
2005;6;17;351.15;40.0
2005;6;18;336.06;40.0
2005;6;19;343.58;40.0
2005;6;20;351.15;40.0
2005;6;21;351.15;40.0
2005;6;22;332.31;40.0
2005;6;23;317.43;40.0
2005;6;24;321.13;40.0
2005;6;25;324.85;40.0
2005;6;26;354.94;40.0
2005;6;27;370.23;40.0
2005;6;28;362.57;40.0
2005;6;29;377.93;40.0
2005;6;30;370.23;40.0
2005;7;1;393.45;40.0
2005;7;2;413.06;40.0
2005;7;3;420.97;40.0
2005;7;4;409.12;40.0
2005;7;5;405.19;40.0
2005;7;6;401.27;40.0
2005;7;7;389.56;40.0
2005;7;8;401.27;40.0
2005;7;9;444.91;40.0
2005;7;10;457.01;40.0
2005;7;11;457.01;40.0
2005;7;12;477.33;40.0
2005;7;13;444.91;40.0
2005;7;14;417.01;40.0
2005;7;15;397.36;40.0
2005;7;16;389.56;40.0
2005;7;17;409.12;40.0
2005;7;18;413.06;40.0
2005;7;19;397.36;40.0
2005;7;20;393.45;40.0
2005;7;21;389.56;40.0
2005;7;22;381.8;40.0
2005;7;23;385.67;40.0
2005;7;24;389.56;40.0
2005;7;25;389.56;40.0
2005;7;26;389.56;40.0
2005;7;27;381.8;40.0
2005;7;28;377.93;40.0
2005;7;29;374.08;40.0
2005;7;30;366.39;40.0
2005;7;31;370.23;40.0
2005;8;1;374.08;40.0
2005;8;2;370.23;40.0
2005;8;3;381.8;40.0
2005;8;4;381.8;40.0
2005;8;5;374.08;40.0
2005;8;6;381.8;40.0
2005;8;7;374.08;40.0
2005;8;8;358.75;40.0
2005;8;9;377.93;40.0
2005;8;10;389.56;40.0
2005;8;11;393.45;40.0
2005;8;12;377.93;40.0
2005;8;13;366.39;40.0
2005;8;14;377.93;40.0
2005;8;15;385.67;40.0
2005;8;16;397.36;40.0
2005;8;17;413.06;40.0
2005;8;18;452.97;40.0
2005;8;19;440.9;40.0
2005;8;20;424.94;40.0
2005;8;21;432.9;40.0
2005;8;22;444.91;40.0
2005;8;23;448.94;40.0
2005;8;24;461.05;40.0
2005;8;25;440.9;40.0
2005;8;26;409.12;40.0
2005;8;27;374.08;40.0
2005;8;28;351.15;40.0
2005;8;29;336.06;40.0
2005;8;30;332.31;40.0
2005;8;31;328.57;40.0
2005;9;1;343.24;40.0
2005;9;2;337.11;40.0
2005;9;3;334.04;40.0
2005;9;4;332.37;40.0
2005;9;5;324.12;40.0
2005;9;6;324.59;40.0
2005;9;7;320.59;40.0
2005;9;8;312.7;40.0
2005;9;9;312.35;40.0
2005;9;10;366.41;40.0
2005;9;11;413.9;40.0
2005;9;12;399.99;40.0
2005;9;13;387.02;40.0
2005;9;14;389.11;40.0
2005;9;15;362.55;40.0
2005;9;16;348.24;40.0
2005;9;17;369.56;40.0
2005;9;18;370.41;40.0
2005;9;19;371.98;40.0
2005;9;20;363.72;40.0
2005;9;21;350.47;40.0
2005;9;22;349.8;40.0
2005;9;23;350.76;40.0
2005;9;24;331.41;40.0
2005;9;25;317.46;40.0
2005;9;26;315.78;40.0
2005;9;27;314.12;40.0
2005;9;28;320.16;40.0
2005;9;29;305.85;40.0
2005;9;30;302.73;40.0
2005;10;1;307.47;40.0
2005;10;2;318.38;40.0
2005;10;3;325.29;40.0
2005;10;4;327.85;40.0
2005;10;5;387.77;40.0
2005;10;6;406.31;40.0
2005;10;7;439.86;40.0
2005;10;8;426.47;40.0
2005;10;9;387.28;40.0
2005;10;10;364.89;40.0
2005;10;11;330.53;40.0
2005;10;12;319.76;40.0
2005;10;13;323.07;40.0
2005;10;14;324.85;40.0
2005;10;15;331.87;40.0
2005;10;16;427.6;40.0
2005;10;17;470.67;40.0
2005;10;18;460.01;40.0
2005;10;19;438.44;40.0
2005;10;20;401.37;40.0
2005;10;21;364.68;100.0
2005;10;22;312.98;100.0
2005;10;23;301.97;100.0
2005;10;24;295.61;100.0
2005;10;25;289.22;100.0
2005;10;26;282.01;100.0
2005;10;27;272.43;100.0
2005;10;28;261.94;100.0
2005;10;29;251.54;100.0
2005;10;30;247.4;100.0
2005;10;31;250.93;100.0
2005;11;1;256.88;100.0
2005;11;2;261.82;100.0
2005;11;3;267.03;100.0
2005;11;4;272.36;100.0
2005;11;5;297.04;100.0
2005;11;6;303.16;100.0
2005;11;7;305.69;40.0
2005;11;8;306.45;40.0
2005;11;9;303.77;40.0
2005;11;10;315.09;40.0
2005;11;11;341.16;40.0
2005;11;12;295.69;40.0
2005;11;13;317.51;40.0
2005;11;14;346.2;40.0
2005;11;15;308.13;40.0
2005;11;16;297.97;40.0
2005;11;17;310.81;40.0
2005;11;18;316.7;40.0
2005;11;19;352.52;40.0
2005;11;20;423.55;40.0
2005;11;21;427.09;40.0
2005;11;22;376.53;40.0
2005;11;23;360.9;40.0
2005;11;24;322.4;40.0
2005;11;25;290.23;40.0
2005;11;26;306.39;40.0
2005;11;27;285.88;40.0
2005;11;28;291.97;40.0
2005;11;29;312.47;40.0
2005;11;30;299.07;40.0
2005;12;1;298.27;40.0
2005;12;2;274.99;40.0
2005;12;3;286.6;40.0
2005;12;4;287.16;40.0
2005;12;5;273.88;40.0
2005;12;6;295.42;40.0
2005;12;7;290.34;40.0
2005;12;8;286.13;40.0
2005;12;9;331.92;40.0
2005;12;10;339.17;40.0
2005;12;11;331.99;40.0
2005;12;12;308.29;40.0
2005;12;13;346.28;40.0
2005;12;14;351.33;40.0
2005;12;15;403.95;40.0
2005;12;16;338.32;40.0
2005;12;17;317.61;40.0
2005;12;18;379.56;40.0
2005;12;19;363.12;40.0
2005;12;20;364.89;40.0
2005;12;21;386.34;40.0
2005;12;22;341.82;40.0
2005;12;23;318.07;40.0
2005;12;24;341.94;40.0
2005;12;25;366.73;40.0
2005;12;26;531.59;40.0
2005;12;27;843.27;40.0
2005;12;28;905.52;40.0
2005;12;29;688.89;40.0
2005;12;30;554.61;40.0
2005;12;31;523.49;40.0
2006;1;1;477.61;40.0
2006;1;2;500.55;40.0
2006;1;3;638.24;40.0
2006;1;4;550.74;40.0
2006;1;5;868.0;40.0
2006;1;6;899.25;40.0
2006;1;7;798.65;40.0
2006;1;8;687.71;40.0
2006;1;9;663.08;40.0
2006;1;10;630.59;40.0
2006;1;11;546.52;40.0
2006;1;12;509.64;40.0
2006;1;13;474.71;40.0
2006;1;14;444.59;40.0
2006;1;15;414.78;100.0
2006;1;16;388.13;100.0
2006;1;17;361.64;100.0
2006;1;18;354.97;100.0
2006;1;19;356.47;100.0
2006;1;20;360.41;100.0
2006;1;21;385.62;40.0
2006;1;22;439.17;40.0
2006;1;23;429.43;40.0
2006;1;24;401.05;40.0
2006;1;25;396.02;40.0
2006;1;26;409.13;40.0
2006;1;27;453.65;40.0
2006;1;28;477.18;40.0
2006;1;29;592.33;40.0
2006;1;30;1071.9;40.0
2006;1;31;1053.06;40.0
2006;2;1;876.65;40.0
2006;2;2;872.29;40.0
2006;2;3;826.52;40.0
2006;2;4;711.91;40.0
2006;2;5;816.21;40.0
2006;2;6;944.35;40.0
2006;2;7;757.85;40.0
2006;2;8;617.54;40.0
2006;2;9;537.84;100.0
2006;2;10;542.42;100.0
2006;2;11;564.68;40.0
2006;2;12;512.47;40.0
2006;2;13;483.44;40.0
2006;2;14;462.81;40.0
2006;2;15;439.43;40.0
2006;2;16;391.02;40.0
2006;2;17;386.75;40.0
2006;2;18;398.07;40.0
2006;2;19;401.65;40.0
2006;2;20;389.74;40.0
2006;2;21;440.5;40.0
2006;2;22;982.01;40.0
2006;2;23;1161.22;40.0
2006;2;24;1098.43;40.0
2006;2;25;894.85;40.0
2006;2;26;702.44;40.0
2006;2;27;609.88;40.0
2006;2;28;525.68;40.0
2006;3;1;426.42;100.0
2006;3;2;392.39;100.0
2006;3;3;383.79;100.0
2006;3;4;375.2;100.0
2006;3;5;365.72;100.0
2006;3;6;359.85;100.0
2006;3;7;376.31;100.0
2006;3;8;408.52;40.0
2006;3;9;406.67;40.0
2006;3;10;384.65;40.0
2006;3;11;372.27;40.0
2006;3;12;360.88;40.0
2006;3;13;371.77;40.0
2006;3;14;362.93;40.0
2006;3;15;359.82;40.0
2006;3;16;383.08;40.0
2006;3;17;398.44;40.0
2006;3;18;447.21;40.0
2006;3;19;440.04;40.0
2006;3;20;439.36;40.0
2006;3;21;388.1;40.0
2006;3;22;304.32;100.0
2006;3;23;293.47;100.0
2006;3;24;287.5;100.0
2006;3;25;284.97;100.0
2006;3;26;286.47;100.0
2006;3;27;316.96;100.0
2006;3;28;340.35;40.0
2006;3;29;327.42;40.0
2006;3;30;307.37;40.0
2006;3;31;323.82;40.0
2006;4;1;320.63;40.0
2006;4;2;310.16;40.0
2006;4;3;304.21;40.0
2006;4;4;279.98;40.0
2006;4;5;276.48;40.0
2006;4;6;289.72;40.0
2006;4;7;277.69;40.0
2006;4;8;294.34;40.0
2006;4;9;271.62;40.0
2006;4;10;307.88;40.0
2006;4;11;536.73;40.0
2006;4;12;406.39;40.0
2006;4;13;389.67;40.0
2006;4;14;352.47;40.0
2006;4;15;327.71;40.0
2006;4;16;349.42;40.0
2006;4;17;361.14;40.0
2006;4;18;333.08;40.0
2006;4;19;315.31;40.0
2006;4;20;329.23;120.0
2006;4;21;304.81;120.0
2006;4;22;368.58;120.0
2006;4;23;329.24;120.0
2006;4;24;310.91;120.0
2006;4;25;325.18;120.0
2006;4;26;400.68;120.0
2006;4;27;384.56;120.0
2006;4;28;357.0;120.0
2006;4;29;360.1;120.0
2006;4;30;418.96;120.0
2006;5;1;436.09;120.0
2006;5;2;404.62;120.0
2006;5;3;357.1;120.0
2006;5;4;450.06;120.0
2006;5;5;514.22;120.0
2006;5;6;550.97;120.0
2006;5;7;581.05;120.0
2006;5;8;515.11;120.0
2006;5;9;510.38;120.0
2006;5;10;502.96;120.0
2006;5;11;518.23;120.0
2006;5;12;498.32;120.0
2006;5;13;453.44;120.0
2006;5;14;402.66;120.0
2006;5;15;362.88;120.0
2006;5;16;351.46;120.0
2006;5;17;346.4;120.0
2006;5;18;334.21;120.0
2006;5;19;341.58;120.0
2006;5;20;364.39;120.0
2006;5;21;343.85;120.0
2006;5;22;306.94;120.0
2006;5;23;313.95;120.0
2006;5;24;337.23;120.0
2006;5;25;327.15;120.0
2006;5;26;297.98;120.0
2006;5;27;301.6;120.0
2006;5;28;320.28;120.0
2006;5;29;333.56;120.0
2006;5;30;344.78;120.0
2006;5;31;354.09;120.0
2006;6;1;404.81;120.0
2006;6;2;504.13;120.0
2006;6;3;494.91;120.0
2006;6;4;424.07;120.0
2006;6;5;391.88;120.0
2006;6;6;444.87;120.0
2006;6;7;432.34;120.0
2006;6;8;510.81;120.0
2006;6;9;542.33;120.0
2006;6;10;451.12;120.0
2006;6;11;420.21;120.0
2006;6;12;478.54;120.0
