date,P_mm,T_degC,solid_P_mm
1994-01-14,0.258,-6.861,0.27
1994-01-15,0.669,-8.952,0.711
1994-01-16,7.953,-7.866,7.353
1994-01-17,22.275,-0.981,15.384
1994-01-18,32.955,-2.912,15.171
1994-01-19,2.679,-7.15,2.712
1994-01-20,18.078,-2.189,14.898
1994-01-21,8.373,-7.895,8.376
1994-01-22,4.62,-10.662,4.635
1994-01-23,0.303,-12.022,0.342
1994-01-24,0.093,-12.687,0.12
1994-01-25,0.198,-10.599,0.252
1994-01-26,1.404,-9.619,1.434
1994-01-27,0.489,-14.833,0.531
1994-01-28,6.273,-12.269,6.3
1994-01-29,7.869,-4.614,7.854
1994-01-30,11.229,-6.357,10.086
1994-01-31,21.534,0.446,12.783
1994-02-01,17.946,-5.37,16.893
1994-02-02,6.69,-7.671,6.693
1994-02-03,10.653,-4.9,10.539
1994-02-04,1.887,-2.417,1.458
1994-02-05,0.174,-0.93,0.171
1994-02-06,1.683,-0.727,1.41
1994-02-07,2.853,-1.16,2.187
1994-02-08,2.934,-1.149,2.601
1994-02-09,1.812,-3.638,1.599
1994-02-10,12.045,-3.716,9.918
1994-02-11,31.416,-1.8,25.182
1994-02-12,7.509,-4.79,7.503
1994-02-13,4.212,-3.012,4.215
1994-02-14,15.006,-3.324,11.478
1994-02-15,7.854,-2.736,7.59
1994-02-16,16.842,-1.012,12.15
1994-02-17,12.06,0.871,8.082
1994-02-18,11.664,1.01,6.615
1994-02-19,13.083,1.73,6.075
1994-02-20,2.61,0.24,2.214
1994-02-21,0.258,-1.386,0.153
1994-02-22,0.204,-2.12,0.192
1994-02-23,0.0,-5.421,0.0
1994-02-24,0.0,-10.218,0.0
1994-02-25,0.0,-11.417,0.0
1994-02-26,0.0,-10.877,0.0
1994-02-27,0.0,-10.615,0.0
1994-02-28,0.141,-7.635,0.159
1994-03-01,3.648,-2.538,2.82
1994-03-02,9.504,-2.844,9.207
1994-03-03,11.061,-4.388,10.998
1994-03-04,5.133,-7.267,5.16
1994-03-05,0.105,-10.123,0.123
1994-03-06,3.0,-7.847,3.018
1994-03-07,11.508,-5.038,11.397
1994-03-08,10.569,-7.332,10.56
1994-03-09,1.689,-8.883,1.716
1994-03-10,5.526,-8.779,5.535
1994-03-11,0.372,-6.974,0.396
1994-03-12,0.009,-8.962,0.027
1994-03-13,0.381,-8.693,0.402
1994-03-14,10.74,-6.547,10.734
1994-03-15,1.359,-9.516,1.392
1994-03-16,1.737,-7.9,1.77
1994-03-17,0.396,-10.041,0.414
1994-03-18,0.33,-12.347,0.375
1994-03-19,0.129,-14.049,0.168
1994-03-20,2.07,-11.202,2.079
1994-03-21,34.059,-0.533,22.869
1994-03-22,33.042,-0.171,23.232
1994-03-23,9.855,-2.016,9.624
1994-03-24,0.933,-3.512,0.951
1994-03-25,0.171,-4.926,0.195
1994-03-26,3.018,-1.12,2.502
1994-03-27,24.963,1.626,10.695
1994-03-28,7.02,-0.479,4.947
1994-03-29,5.874,-3.459,5.874
1994-03-30,1.2,-4.284,1.206
1994-03-31,1.971,-2.986,2.01
1994-04-01,0.42,-3.228,0.441
1994-04-02,2.694,-5.064,2.673
1994-04-03,11.946,-5.321,11.952
1994-04-04,8.922,-4.512,8.913
1994-04-05,1.695,-4.236,1.719
1994-04-06,0.273,-6.384,0.306
1994-04-07,0.024,-6.255,0.045
1994-04-08,0.807,-3.914,0.828
1994-04-09,0.489,-3.733,0.507
1994-04-10,8.382,-1.771,7.176
1994-04-11,9.093,-1.484,8.118
1994-04-12,2.451,-3.773,2.442
1994-04-13,10.911,0.648,6.144
1994-04-14,16.398,1.662,4.416
1994-04-15,0.213,-1.946,0.231
1994-04-16,0.0,-1.841,0.0
1994-04-17,0.045,0.233,0.039
1994-04-18,0.144,-0.38,0.15
1994-04-19,0.24,-5.938,0.285
1994-04-20,0.0,-7.348,0.0
1994-04-21,0.072,-7.65,0.102
1994-04-22,0.222,-8.407,0.261
1994-04-23,0.198,-4.151,0.213
1994-04-24,0.0,-4.963,0.003
1994-04-25,0.039,-5.737,0.069
1994-04-26,0.027,-2.293,0.051
1994-04-27,0.138,-3.426,0.165
1994-04-28,0.009,-4.77,0.021
1994-04-29,0.0,-3.662,0.0
1994-04-30,0.051,-1.554,0.027
1994-05-01,9.255,2.151,2.859
1994-05-02,4.347,1.357,2.283
1994-05-03,3.96,1.839,1.542
1994-05-04,1.902,2.591,0.555
1994-05-05,2.895,2.31,1.263
1994-05-06,0.546,1.704,0.255
1994-05-07,6.855,1.599,3.837
1994-05-08,4.923,1.351,2.502
1994-05-09,2.1,1.216,0.978
1994-05-10,1.725,2.012,0.279
1994-05-11,1.11,3.338,0.327
1994-05-12,0.639,3.835,0.102
1994-05-13,0.0,2.93,0.0
1994-05-14,0.0,2.469,0.0
1994-05-15,0.0,2.374,0.0
1994-05-16,0.24,0.578,0.0
1994-05-17,0.024,1.038,0.009
1994-05-18,0.0,1.587,0.0
1994-05-19,0.012,1.77,0.012
1994-05-20,1.131,1.764,0.414
1994-05-21,1.176,2.568,0.249
1994-05-22,0.066,2.749,0.03
1994-05-23,0.021,3.272,0.0
1994-05-24,0.705,3.662,0.009
1994-05-25,1.593,3.673,0.117
1994-05-26,0.006,3.517,0.003
1994-05-27,0.072,4.231,0.051
1994-05-28,1.761,4.657,0.279
1994-05-29,17.835,4.626,0.282
1994-05-30,6.954,2.808,2.028
1994-05-31,1.506,2.492,1.026
1994-06-01,5.196,0.973,3.318
1994-06-02,1.737,0.215,1.032
1994-06-03,1.536,1.086,1.245
1994-06-04,1.278,2.1,0.942
1994-06-05,0.501,3.798,0.255
1994-06-06,1.131,4.775,0.312
1994-06-07,1.443,4.274,0.15
1994-06-08,1.308,4.378,0.042
1994-06-09,0.597,5.227,0.06
1994-06-10,47.04,5.212,1.746
1994-06-11,0.411,3.742,0.141
1994-06-12,9.381,4.0,0.597
1994-06-13,5.004,2.034,3.153
1994-06-14,0.255,3.335,0.15
1994-06-15,0.099,4.982,0.021
1994-06-16,1.479,4.494,0.069
1994-06-17,1.137,5.497,0.012
1994-06-18,1.275,6.18,0.075
1994-06-19,5.235,4.865,0.369
1994-06-20,2.412,4.823,0.138
1994-06-21,5.496,4.376,0.336
1994-06-22,0.747,4.214,0.228
1994-06-23,3.858,3.514,0.591
1994-06-24,10.035,3.3,2.301
1994-06-25,0.669,3.511,0.504
1994-06-26,0.072,5.888,0.006
1994-06-27,1.239,6.452,0.006
1994-06-28,0.015,8.173,0.0
1994-06-29,0.003,7.424,0.0
1994-06-30,0.816,5.77,0.108
1994-07-01,0.015,8.365,0.0
1994-07-02,0.045,9.782,0.0
1994-07-03,0.054,11.283,0.0
1994-07-04,0.006,11.804,0.0
1994-07-05,0.0,14.472,0.0
1994-07-06,0.0,14.757,0.0
1994-07-07,0.012,13.016,0.0
1994-07-08,0.003,12.055,0.0
1994-07-09,0.807,10.097,0.0
1994-07-10,7.752,7.998,0.084
1994-07-11,9.048,7.648,0.081
1994-07-12,2.256,8.034,0.009
1994-07-13,13.662,6.636,0.465
1994-07-14,4.08,7.935,0.0
1994-07-15,1.02,7.044,0.024
1994-07-16,5.685,6.292,0.09
1994-07-17,5.517,7.456,0.0
1994-07-18,3.843,7.826,0.0
1994-07-19,5.775,7.699,0.009
1994-07-20,4.932,7.89,0.0
1994-07-21,1.908,7.993,0.006
1994-07-22,0.186,7.802,0.0
1994-07-23,0.897,8.384,0.0
1994-07-24,7.812,9.433,0.0
1994-07-25,4.434,8.395,0.006
1994-07-26,6.39,7.699,0.072
1994-07-27,5.301,7.762,0.021
1994-07-28,0.444,7.243,0.012
1994-07-29,22.017,7.57,0.228
1994-07-30,7.665,8.216,0.081
1994-07-31,11.262,7.115,0.255
1994-08-01,1.788,6.826,0.033
1994-08-02,0.0,7.42,0.0
1994-08-03,0.003,8.991,0.0
1994-08-04,1.632,10.716,0.0
1994-08-05,0.09,12.209,0.0
1994-08-06,0.003,10.425,0.0
1994-08-07,0.528,7.677,0.0
1994-08-08,0.762,7.829,0.0
1994-08-09,0.432,8.399,0.0
1994-08-10,0.549,6.458,0.006
1994-08-11,2.334,4.435,0.663
1994-08-12,0.021,5.416,0.018
1994-08-13,0.0,6.58,0.0
1994-08-14,8.655,7.084,0.03
1994-08-15,8.613,7.716,0.06
1994-08-16,0.486,7.983,0.0
1994-08-17,0.372,8.13,0.003
1994-08-18,1.98,8.242,0.003
1994-08-19,0.342,8.264,0.0
1994-08-20,1.221,8.315,0.003
1994-08-21,0.243,7.1,0.0
1994-08-22,0.279,7.422,0.003
1994-08-23,0.066,9.313,0.0
1994-08-24,1.233,8.119,0.0
1994-08-25,11.076,8.605,0.0
1994-08-26,5.55,7.712,0.03
1994-08-27,0.84,5.567,0.057
1994-08-28,0.06,5.985,0.006
1994-08-29,0.021,6.84,0.0
1994-08-30,0.054,6.918,0.0
1994-08-31,2.22,5.946,0.135
1994-09-01,38.268,7.468,0.192
1994-09-02,12.027,7.607,0.036
1994-09-03,4.743,7.158,0.012
1994-09-04,4.578,6.482,0.753
1994-09-05,6.279,3.369,2.832
1994-09-06,2.337,5.597,0.282
1994-09-07,1.536,5.762,0.117
1994-09-08,0.195,5.956,0.0
1994-09-09,0.0,5.952,0.0
1994-09-10,0.0,3.973,0.0
1994-09-11,0.0,1.867,0.0
1994-09-12,0.0,1.593,0.0
1994-09-13,0.003,1.14,0.003
1994-09-14,0.0,0.909,0.0
1994-09-15,0.0,1.88,0.0
1994-09-16,0.003,2.826,0.003
1994-09-17,2.817,2.558,0.438
1994-09-18,9.126,5.582,1.215
1994-09-19,0.459,4.636,0.03
1994-09-20,13.998,3.956,1.218
1994-09-21,3.705,4.04,1.221
1994-09-22,9.63,3.209,2.724
1994-09-23,6.801,1.316,3.699
1994-09-24,8.409,0.477,4.575
1994-09-25,11.34,1.561,2.442
1994-09-26,0.525,-1.512,0.471
1994-09-27,0.03,-1.564,0.036
1994-09-28,0.006,-1.839,0.012
1994-09-29,0.0,-2.785,0.0
1994-09-30,0.0,-2.459,0.0
1994-10-01,0.021,-0.643,0.033
1994-10-02,0.0,-1.526,0.006
1994-10-03,0.003,-1.823,0.012
1994-10-04,1.614,0.471,0.828
1994-10-05,29.229,4.594,2.91
1994-10-06,32.511,2.942,3.309
1994-10-07,2.079,-1.784,1.977
1994-10-08,0.0,-2.735,0.012
1994-10-09,20.04,2.572,4.29
1994-10-10,10.509,0.752,6.036
1994-10-11,14.718,0.073,7.2
1994-10-12,10.566,3.867,0.9
1994-10-13,7.911,2.726,0.582
1994-10-14,0.171,-2.82,0.195
1994-10-15,0.0,-6.121,0.003
1994-10-16,0.021,-4.195,0.033
1994-10-17,5.997,-0.822,4.536
1994-10-18,11.442,3.597,2.916
1994-10-19,6.651,4.248,0.045
1994-10-20,1.998,3.191,0.069
1994-10-21,4.929,2.791,0.42
1994-10-22,1.455,0.792,1.092
1994-10-23,0.276,-0.176,0.276
1994-10-24,0.123,-1.149,0.159
1994-10-25,2.958,-1.096,2.262
1994-10-26,0.0,-3.469,0.003
1994-10-27,0.048,-3.744,0.057
1994-10-28,10.716,-2.258,10.503
1994-10-29,12.3,-1.618,11.631
1994-10-30,9.525,-2.176,8.673
1994-10-31,1.77,-4.434,1.782
1994-11-01,4.056,-5.211,4.098
1994-11-02,1.86,-2.178,1.869
1994-11-03,7.665,-1.466,6.123
1994-11-04,0.081,-5.468,0.099
1994-11-05,0.018,-3.546,0.048
1994-11-06,2.889,-0.18,0.633
1994-11-07,1.167,1.578,0.375
1994-11-08,4.719,3.062,0.411
1994-11-09,0.0,1.356,0.0
1994-11-10,0.0,-1.55,0.0
1994-11-11,0.027,-2.316,0.033
1994-11-12,0.093,-3.001,0.084
1994-11-13,0.864,-0.523,0.708
1994-11-14,0.468,-4.628,0.492
1994-11-15,0.039,-5.17,0.078
1994-11-16,0.003,-6.418,0.015
1994-11-17,0.0,-7.482,0.006
1994-11-18,10.296,-1.925,6.717
1994-11-19,16.881,-1.289,14.469
1994-11-20,1.452,-6.358,1.491
1994-11-21,45.189,1.547,19.71
1994-11-22,15.174,-1.15,13.626
1994-11-23,2.523,-3.671,2.541
1994-11-24,6.774,0.824,2.25
1994-11-25,7.635,-0.353,2.532
1994-11-26,38.169,1.435,15.762
1994-11-27,15.291,-1.481,14.472
1994-11-28,19.287,-2.879,13.968
1994-11-29,52.245,2.355,12.033
1994-11-30,6.3,-4.984,6.339
1994-12-01,44.238,-2.143,12.486
1994-12-02,23.532,1.557,8.985
1994-12-03,9.441,-4.197,9.453
1994-12-04,4.995,-6.218,5.022
1994-12-05,21.561,-5.07,21.573
1994-12-06,2.925,-5.093,2.946
1994-12-07,3.996,0.347,2.253
1994-12-08,9.627,-1.051,8.016
1994-12-09,2.307,-4.492,2.334
1994-12-10,0.222,-5.738,0.243
1994-12-11,0.006,-7.511,0.018
1994-12-12,0.285,-10.545,0.309
1994-12-13,0.456,-8.091,0.438
1994-12-14,23.088,-0.937,17.895
1994-12-15,15.018,-3.665,14.619
1994-12-16,2.712,-5.19,2.715
1994-12-17,12.696,-1.833,11.229
1994-12-18,4.833,-5.652,4.848
1994-12-19,0.741,-8.153,0.774
1994-12-20,0.006,-8.053,0.018
1994-12-21,31.89,0.775,11.283
1994-12-22,21.108,-1.672,11.337
1994-12-23,20.835,-2.854,20.346
1994-12-24,8.307,-5.583,8.301
1994-12-25,2.283,-8.34,2.313
1994-12-26,0.552,-11.117,0.594
1994-12-27,1.608,-9.569,1.629
1994-12-28,0.303,-9.044,0.375
1994-12-29,0.159,-10.069,0.207
1994-12-30,0.276,-13.659,0.333
1994-12-31,0.006,-12.933,0.018
1995-01-01,0.492,-10.004,0.504
1995-01-02,11.391,-1.529,6.588
1995-01-03,34.509,0.043,18.918
1995-01-04,4.611,-2.656,4.437
1995-01-05,5.028,-5.042,5.037
1995-01-06,17.004,-7.176,13.917
1995-01-07,13.905,-2.935,12.552
1995-01-08,3.588,-6.007,3.615
1995-01-09,1.371,-8.044,1.407
1995-01-10,0.009,-12.032,0.027
1995-01-11,0.03,-10.583,0.036
1995-01-12,15.105,-1.778,11.85
1995-01-13,7.245,-6.761,7.236
1995-01-14,9.528,-8.591,9.528
1995-01-15,9.537,-7.666,9.537
1995-01-16,5.481,-9.434,5.493
1995-01-17,0.264,-10.31,0.294
1995-01-18,5.289,-3.18,5.316
1995-01-19,5.517,-3.253,5.526
1995-01-20,0.861,-3.432,0.891
1995-01-21,0.819,-2.873,0.858
1995-01-22,0.516,-2.825,0.519
1995-01-23,0.12,-4.589,0.138
1995-01-24,0.081,-8.089,0.096
1995-01-25,0.015,-10.47,0.036
1995-01-26,0.0,-13.024,0.0
1995-01-27,0.783,-9.583,0.801
1995-01-28,0.0,-13.063,0.0
1995-01-29,1.317,-8.227,1.32
1995-01-30,10.875,-1.825,9.693
1995-01-31,1.494,-8.604,1.515
1995-02-01,0.387,-13.598,0.423
1995-02-02,9.042,-3.482,7.869
1995-02-03,17.754,-0.392,12.288
1995-02-04,5.631,-4.427,5.607
1995-02-05,5.64,-5.543,5.358
1995-02-06,2.571,-9.442,2.601
1995-02-07,0.102,-15.471,0.12
1995-02-08,0.222,-13.358,0.252
1995-02-09,4.701,-6.956,4.701
1995-02-10,0.606,-9.145,0.663
1995-02-11,0.0,-9.988,0.009
1995-02-12,2.178,-5.075,2.226
1995-02-13,1.821,-6.146,1.836
1995-02-14,0.0,-8.466,0.003
1995-02-15,0.0,-8.249,0.021
1995-02-16,0.072,-6.002,0.096
1995-02-17,0.03,-7.779,0.045
1995-02-18,0.66,-5.372,0.696
1995-02-19,1.722,-2.734,1.758
1995-02-20,1.917,-2.888,1.95
1995-02-21,2.547,-3.603,2.568
1995-02-22,0.399,-5.308,0.429
1995-02-23,0.24,-7.057,0.27
1995-02-24,0.789,-7.543,0.798
1995-02-25,6.861,-7.77,6.867
1995-02-26,13.008,-7.266,12.984
1995-02-27,12.519,-5.235,12.528
1995-02-28,8.757,-6.319,8.748
1995-03-01,1.677,-7.997,1.698
1995-03-02,0.381,-8.015,0.423
1995-03-03,0.009,-12.068,0.018
1995-03-04,0.786,-9.332,0.822
1995-03-05,0.162,-8.34,0.186
1995-03-06,0.045,-8.108,0.063
1995-03-07,0.279,-8.017,0.315
1995-03-08,0.069,-8.097,0.102
1995-03-09,0.147,-9.574,0.198
1995-03-10,0.201,-8.157,0.246
1995-03-11,3.777,-7.86,3.717
1995-03-12,18.066,-2.966,17.553
1995-03-13,4.971,-6.896,4.989
1995-03-14,0.468,-10.152,0.492
1995-03-15,0.036,-10.35,0.063
1995-03-16,0.951,-6.366,0.984
1995-03-17,0.84,-9.463,0.87
1995-03-18,1.056,-10.755,1.083
1995-03-19,0.159,-13.413,0.174
1995-03-20,13.167,-4.049,12.273
1995-03-21,40.455,1.768,12.942
1995-03-22,12.255,0.383,8.184
1995-03-23,4.314,-4.749,4.329
1995-03-24,1.578,-6.264,1.596
1995-03-25,1.149,-7.292,1.188
1995-03-26,0.231,-10.206,0.267
1995-03-27,0.003,-11.47,0.009
1995-03-28,0.897,-8.318,0.939
1995-03-29,19.968,-0.772,12.123
1995-03-30,25.005,0.606,9.87
1995-03-31,8.586,-5.753,8.58
1995-04-01,4.638,-6.368,4.653
1995-04-02,3.069,-7.131,3.081
1995-04-03,0.183,-10.538,0.195
1995-04-04,3.924,-6.934,3.945
1995-04-05,3.105,-2.651,2.691
1995-04-06,5.214,-4.074,5.217
1995-04-07,1.479,-2.291,1.188
1995-04-08,4.68,1.746,0.891
1995-04-09,9.642,0.522,2.682
1995-04-10,6.825,-0.891,4.59
1995-04-11,10.512,0.06,6.981
1995-04-12,22.221,-0.756,19.428
1995-04-13,6.831,-1.433,6.507
1995-04-14,0.273,-1.484,0.267
1995-04-15,0.021,-1.534,0.033
1995-04-16,0.039,-5.433,0.057
1995-04-17,0.432,-7.732,0.48
1995-04-18,0.753,-8.937,0.786
1995-04-19,0.357,-8.125,0.393
1995-04-20,0.222,-7.245,0.24
1995-04-21,0.0,-5.59,0.003
1995-04-22,0.333,-2.218,0.309
1995-04-23,0.024,-1.568,0.033
1995-04-24,0.0,-0.711,0.0
1995-04-25,0.429,-0.909,0.252
1995-04-26,2.358,-3.314,2.043
1995-04-27,0.033,-6.394,0.054
1995-04-28,0.012,-4.293,0.021
1995-04-29,0.075,-3.013,0.075
1995-04-30,1.617,-0.058,1.446
1995-05-01,11.676,2.397,1.749
1995-05-02,4.641,3.346,0.204
1995-05-03,2.121,2.603,0.114
1995-05-04,8.589,3.173,1.059
1995-05-05,1.632,1.502,0.126
1995-05-06,1.542,1.603,0.474
1995-05-07,1.467,1.576,0.75
1995-05-08,0.114,-0.402,0.15
1995-05-09,0.0,-0.828,0.0
1995-05-10,0.0,-0.85,0.006
1995-05-11,0.0,-0.636,0.0
1995-05-12,0.0,-0.961,0.006
1995-05-13,0.006,-2.631,0.009
1995-05-14,0.0,-2.662,0.0
1995-05-15,0.0,-0.185,0.0
1995-05-16,0.0,2.264,0.0
1995-05-17,0.0,2.891,0.0
1995-05-18,0.003,3.24,0.006
1995-05-19,0.624,0.876,0.579
1995-05-20,2.829,1.76,1.446
1995-05-21,0.753,2.328,0.324
1995-05-22,0.0,2.905,0.0
1995-05-23,0.156,2.819,0.039
1995-05-24,5.754,1.864,1.308
1995-05-25,0.282,3.565,0.009
1995-05-26,1.479,3.052,0.279
1995-05-27,0.984,4.284,0.03
1995-05-28,4.602,4.712,0.516
1995-05-29,0.492,5.979,0.009
1995-05-30,0.036,6.321,0.0
1995-05-31,0.162,6.092,0.0
1995-06-01,0.084,4.49,0.0
1995-06-02,0.225,3.936,0.0
1995-06-03,1.482,0.922,1.377
1995-06-04,4.578,0.905,2.475
1995-06-05,1.65,2.63,0.681
1995-06-06,0.003,3.61,0.006
1995-06-07,0.0,6.351,0.0
1995-06-08,0.141,7.031,0.0
1995-06-09,1.173,6.812,0.0
1995-06-10,0.375,5.958,0.009
1995-06-11,0.381,5.786,0.0
1995-06-12,0.561,6.113,0.0
1995-06-13,2.616,6.058,0.03
1995-06-14,5.388,5.728,0.027
1995-06-15,8.469,4.857,0.48
1995-06-16,5.838,4.707,0.279
1995-06-17,4.47,5.126,0.567
1995-06-18,5.7,5.105,0.516
1995-06-19,1.668,5.448,0.243
1995-06-20,0.306,4.408,0.24
1995-06-21,16.167,5.03,0.084
1995-06-22,8.526,6.624,0.108
1995-06-23,1.566,4.897,0.324
1995-06-24,16.305,6.447,0.105
1995-06-25,0.831,5.167,0.15
1995-06-26,0.543,7.097,0.0
1995-06-27,1.107,7.007,0.0
1995-06-28,0.336,8.179,0.0
1995-06-29,0.429,9.989,0.0
1995-06-30,0.222,7.705,0.0
1995-07-01,0.492,8.479,0.0
1995-07-02,0.0,10.489,0.0
1995-07-03,0.0,10.414,0.0
1995-07-04,13.032,6.378,1.299
1995-07-05,14.844,5.355,1.413
1995-07-06,1.05,2.025,0.978
1995-07-07,0.048,3.918,0.042
1995-07-08,0.198,5.093,0.021
1995-07-09,4.524,6.936,0.054
1995-07-10,3.159,8.336,0.0
1995-07-11,0.435,11.775,0.0
1995-07-12,0.0,12.012,0.0
1995-07-13,0.009,9.278,0.0
1995-07-14,0.003,8.442,0.0
1995-07-15,0.045,8.09,0.003
1995-07-16,0.327,6.194,0.09
1995-07-17,0.024,5.915,0.03
1995-07-18,1.548,5.53,0.042
1995-07-19,0.504,7.042,0.036
1995-07-20,0.075,5.845,0.051
1995-07-21,0.192,3.292,0.186
1995-07-22,0.0,5.956,0.0
1995-07-23,1.188,6.352,0.015
1995-07-24,3.87,7.659,0.0
1995-07-25,8.295,8.44,0.0
1995-07-26,5.934,7.965,0.0
1995-07-27,0.93,8.283,0.0
1995-07-28,3.624,7.338,0.0
1995-07-29,6.687,7.819,0.0
1995-07-30,6.33,7.888,0.072
1995-07-31,2.211,7.416,0.12
1995-08-01,13.455,6.453,0.267
1995-08-02,1.791,7.684,0.012
1995-08-03,5.565,7.702,0.0
1995-08-04,9.525,6.733,0.042
1995-08-05,1.068,6.338,0.09
1995-08-06,0.0,7.243,0.0
1995-08-07,0.048,9.817,0.0
1995-08-08,3.252,8.404,0.0
1995-08-09,5.472,9.698,0.0
1995-08-10,9.72,9.655,0.0
1995-08-11,10.668,10.286,0.0
1995-08-12,15.54,8.782,0.009
1995-08-13,14.535,6.712,0.201
1995-08-14,3.87,5.616,0.543
1995-08-15,2.943,6.38,0.129
1995-08-16,16.146,7.168,0.132
1995-08-17,3.138,5.36,0.402
1995-08-18,0.708,5.864,0.114
1995-08-19,0.795,7.301,0.0
1995-08-20,25.035,8.649,0.0
1995-08-21,9.801,7.644,0.051
1995-08-22,4.119,6.411,0.135
1995-08-23,0.108,6.205,0.006
1995-08-24,0.0,6.994,0.0
1995-08-25,1.206,5.589,0.09
1995-08-26,9.936,4.954,0.159
1995-08-27,0.288,5.413,0.321
1995-08-28,7.074,4.51,0.0
1995-08-29,7.923,7.262,0.0
1995-08-30,12.903,7.818,0.279
1995-08-31,8.094,6.08,inf
1995-09-01,4.227,5.203,0.18
1995-09-02,0.132,5.502,0.015
1995-09-03,4.281,5.37,0.039
1995-09-04,0.039,5.269,0.012
1995-09-05,0.003,4.123,0.0
1995-09-06,0.0,4.448,0.0
1995-09-07,0.015,6.636,0.0
1995-09-08,1.017,7.172,0.0
1995-09-09,3.084,7.766,0.0
1995-09-10,17.034,8.679,0.0
1995-09-11,6.165,8.314,0.0
1995-09-12,0.054,5.478,0.0
1995-09-13,11.001,5.286,0.03
1995-09-14,0.507,6.442,0.0
1995-09-15,0.366,6.333,0.0
1995-09-16,15.267,6.733,0.0
1995-09-17,0.585,3.75,0.144
1995-09-18,0.018,3.812,0.003
1995-09-19,5.19,3.839,0.735
1995-09-20,23.136,5.196,0.861
1995-09-21,17.343,2.53,6.633
1995-09-22,5.046,-0.35,3.972
1995-09-23,2.346,-1.392,2.211
1995-09-24,15.069,-1.405,11.325
1995-09-25,5.172,0.53,2.904
1995-09-26,4.038,-2.327,3.762
1995-09-27,0.765,-3.685,0.732
1995-09-28,0.0,-1.849,0.006
1995-09-29,0.039,-0.162,0.036
1995-09-30,6.675,1.514,5.115
1995-10-01,5.271,1.831,3.546
1995-10-02,1.053,2.636,0.549
1995-10-03,0.321,2.483,0.219
1995-10-04,1.023,2.685,0.279
1995-10-05,3.993,2.904,1.617
1995-10-06,12.744,2.406,3.105
1995-10-07,4.563,1.442,2.895
1995-10-08,0.15,0.5,0.162
1995-10-09,3.927,-0.246,1.764
1995-10-10,0.0,-0.551,0.003
1995-10-11,1.698,-0.614,1.473
1995-10-12,0.015,-2.209,0.03
1995-10-13,1.623,-1.234,1.245
1995-10-14,2.751,-1.275,2.595
1995-10-15,10.692,0.05,6.678
1995-10-16,0.75,-1.044,0.714
1995-10-17,3.741,-1.018,3.273
1995-10-18,12.426,1.205,5.874
1995-10-19,0.942,-1.842,0.717
1995-10-20,7.467,-1.151,5.055
1995-10-21,14.115,-0.513,9.138
1995-10-22,0.048,-4.437,0.066
1995-10-23,0.075,-3.125,0.102
1995-10-24,9.231,-1.22,8.481
1995-10-25,7.848,-1.911,7.86
1995-10-26,4.569,-1.456,4.554
1995-10-27,0.366,-1.458,0.393
1995-10-28,2.412,-0.725,2.184
1995-10-29,0.219,-3.197,0.225
1995-10-30,0.0,-5.523,0.006
1995-10-31,9.873,0.504,5.289
1995-11-01,0.183,1.362,0.003
1995-11-02,0.042,0.67,0.009
1995-11-03,0.204,0.903,0.096
1995-11-04,14.13,3.273,1.176
1995-11-05,0.729,3.273,0.0
1995-11-06,5.004,3.953,0.357
1995-11-07,12.879,2.469,1.644
1995-11-08,2.613,-2.04,2.472
1995-11-09,0.279,-3.706,0.321
1995-11-10,0.009,-2.06,0.015
1995-11-11,0.282,-1.306,0.024
1995-11-12,0.318,0.212,0.069
1995-11-13,0.027,0.086,0.024
1995-11-14,0.003,-7.284,0.015
1995-11-15,0.0,-7.34,0.0
1995-11-16,0.009,-5.343,0.054
1995-11-17,1.92,-3.087,1.824
1995-11-18,0.657,-0.683,0.432
1995-11-19,0.702,0.044,0.456
1995-11-20,1.458,-1.173,1.287
1995-11-21,7.038,1.428,1.464
1995-11-22,2.37,-2.208,1.326
1995-11-23,2.379,-7.062,2.412
1995-11-24,0.792,-9.695,0.831
1995-11-25,0.012,-7.686,0.033
1995-11-26,0.0,-7.809,0.0
1995-11-27,0.0,-7.92,0.003
1995-11-28,0.021,-5.388,0.045
1995-11-29,0.021,-3.482,0.063
1995-11-30,3.876,1.242,2.163
1995-12-01,28.002,2.498,9.486
1995-12-02,28.665,2.705,6.564
1995-12-03,13.17,1.179,8.709
1995-12-04,62.961,3.335,18.063
1995-12-05,24.21,-0.369,4.098
1995-12-06,0.588,-1.522,0.378
1995-12-07,10.947,1.287,5.715
1995-12-08,14.967,-1.929,13.41
1995-12-09,21.171,-0.761,13.914
1995-12-10,44.892,2.712,4.488
1995-12-11,10.497,-1.08,9.624
1995-12-12,0.342,-3.306,0.354
1995-12-13,2.43,0.673,1.59
1995-12-14,11.343,1.346,5.04
1995-12-15,1.422,-2.463,1.143
1995-12-16,1.563,-0.476,0.801
1995-12-17,0.465,-1.42,0.252
1995-12-18,0.465,-5.036,0.465
1995-12-19,0.003,-13.122,0.009
1995-12-20,2.037,-9.335,2.091
1995-12-21,0.06,-13.159,0.078
1995-12-22,0.0,-15.124,0.0
1995-12-23,1.023,-13.914,1.059
1995-12-24,0.492,-10.277,0.513
1995-12-25,0.006,-14.393,0.015
1995-12-26,0.834,-11.495,0.855
1995-12-27,0.0,-10.554,0.024
1995-12-28,0.126,-9.347,0.15
1995-12-29,0.126,-8.893,0.15
1995-12-30,0.0,-7.655,0.0
